

"Title","Authors","Number of Authors","Scopus Author Ids","Year","Scopus Source title","Field-Weighted View Impact","Views","Citations","Field-Weighted Citation Impact","Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile","Reference","Abstract","DOI","Publication type","EID","Institutions","Scopus Affiliation IDs","Scopus Affiliation names","Country/Region","All Science Journal Classification (ASJC) code","All Science Journal Classification (ASJC) field name","Topic Cluster name","Topic Cluster number","Topic name","Topic number","Topic Cluster Prominence Percentile","Topic Prominence Percentile"
"Simulation of multidimensional non-linear processes based on the second order fuzzy controller","Solovev, K.A.| Muravyova, E.A.| Soloveva, O.I.| Sultanov, R.G.| Charikov, P.N.","5","57118137100| 56512042300| 57118054000| 57117545400| 57118130300","2016","Key Engineering Materials","2.45","31","24","16.01","10","1","Solovev, K.A., Muravyova, E.A., Soloveva, O.I. and 2 more (...) (2016).Simulation of multidimensional non-linear processes based on the second order fuzzy controller. Key Engineering Materials,685816-822","https://www.scopus.com/record/display.url?eid=2-s2.0-84958206137&origin=resultslist","10.4028/www.scientific.net/KEM.685.816","Conference Paper","2-s2.0-84958206137","Ufa State Petroleum Technological University| Ufa State Aviation Technical University","60001458| 60001457| 60114079","Ufa State Aviation Technical University| Ufa State Petroleum Technological University| Ufa State Petroleum Technological University Salavat Branch","Russian Federation","2210| 2211| 2500","Mechanical Engineering| Mechanics of Materials| General Materials Science","Reservoirs (Water),Oil Well Flooding,Hydraulic Fracturing","164","Horizontal Wells,Hydraulic Fracturing,Oil and Gas Fields","65461","89.224","53.461"
"The usage of principles of system geological-technological forecasting in the justification of the recovery methods","Mukhametshin, V.V.| Andreev, V.Ye.| Dubinsky, G.S.| Sultanov, Sh.H.| Akhmetov, R.T.","5","57203543434| 57191583878| 56609164300| 23111853300| 6602890338","2016","SOCAR Proceedings","1.72","38","23","2.6","11","9","Mukhametshin, V.V., Andreev, V.Ye., Dubinsky, G.S. and 2 more (...) (2016).The usage of principles of system geological-technological forecasting in the justification of the recovery methods. SOCAR Proceedings,(3) 46-51","https://www.scopus.com/record/display.url?eid=2-s2.0-84991578264&origin=resultslist","10.5510/OGP20160300288","Article","2-s2.0-84991578264","Ufa State Petroleum Technological University","60001457| 60001457","Ufa State Petroleum Technological University| Ufa State Petroleum Technological University","Russian Federation","1501| 1601| 1907| 1908| 1909| 2102| 2103| 2604","Chemical Engineering (miscellaneous)| Chemistry (miscellaneous)| Geology| Geophysics| Geotechnical Engineering and Engineering Geology| Energy Engineering and Power Technology| Fuel Technology| Applied Mathematics","Liquefied Natural Gas,Gases,Liquefaction","1460","Oil Recovery,Oil Well Flooding,Horizontal Wells","91864","21.821","80.108"
"Reliability model of fault-tolerant dual-disk redundant array","Rahman, P.A.| Muraveva, E.A.| Sharipov, M.I.","3","57117503700| 56512042300| 56511806000","2016","Key Engineering Materials","2.89","35","23","14.41","11","1","Rahman, P.A., Muraveva, E.A., Sharipov, M.I. (2016).Reliability model of fault-tolerant dual-disk redundant array. Key Engineering Materials,685805-810","https://www.scopus.com/record/display.url?eid=2-s2.0-84958225600&origin=resultslist","10.4028/www.scientific.net/KEM.685.805","Conference Paper","2-s2.0-84958225600","Ufa State Petroleum Technological University","60001457","Ufa State Petroleum Technological University","Russian Federation","2210| 2211| 2500","Mechanical Engineering| Mechanics of Materials| General Materials Science","Design,Networks (Circuits),Field Programmable Gate Arrays (FPGA)","148","Disk Array,Fault-Tolerant,Overhead Expenses","82691","61.58","39.622"
"Deposit productivity forecast in carbonate reservoirs with hard to recover reserves","Andreev, A.V.| Mukhametshin, V.Sh.| Kotenev, Yu.A.","3","57191588272| 57194128050| 6505567325","2016","SOCAR Proceedings","2.01","39","22","2.48","11","10","Andreev, A.V., Mukhametshin, V.Sh., Kotenev, Yu.A. (2016).Deposit productivity forecast in carbonate reservoirs with hard to recover reserves. SOCAR Proceedings,(3) 40-45","https://www.scopus.com/record/display.url?eid=2-s2.0-84991585634&origin=resultslist","10.5510/OGP20160300287","Article","2-s2.0-84991585634","Ufa State Petroleum Technological University","60001457| 60001457","Ufa State Petroleum Technological University| Ufa State Petroleum Technological University","Russian Federation","1501| 1601| 1907| 1908| 1909| 2102| 2103| 2604","Chemical Engineering (miscellaneous)| Chemistry (miscellaneous)| Geology| Geophysics| Geotechnical Engineering and Engineering Geology| Energy Engineering and Power Technology| Fuel Technology| Applied Mathematics","Liquefied Natural Gas,Gases,Liquefaction","1460","Oil Recovery,Oil Well Flooding,Horizontal Wells","91864","21.821","80.108"
"Selection of Optimal Design of a Universal Device for Nonstationary Pulse Pumping of Liquid in a Reservoir Pressure Maintenance System","Khabibullin, M.Y.| Suleimanov, R.I.","2","57212314516| 57195838256","2018","Chemical and Petroleum Engineering","0.84","18","22","2.73","5","9","Khabibullin, M.Y., Suleimanov, R.I. (2018).Selection of Optimal Design of a Universal Device for Nonstationary Pulse Pumping of Liquid in a Reservoir Pressure Maintenance System. Chemical and Petroleum Engineering,54(3-4) 225-232","https://www.scopus.com/record/display.url?eid=2-s2.0-85052835669&origin=resultslist","10.1007/s10556-018-0467-2","Article","2-s2.0-85052835669","Ufa State Petroleum Technological University","60001457","Ufa State Petroleum Technological University","Russian Federation","1500| 1906| 2102| 2103","General Chemical Engineering| Geochemistry and Petrology| Energy Engineering and Power Technology| Fuel Technology","Drilling,Drilling Fluids,Well Drilling","866","Drill Strings,Bottom-Hole Assembly,Stick-Slip","5122","38.487","94.963"
"A quantitative assessment method of the productive formation wettability indicator according to the data of geophysical surveys","Akhmetov, R.| Mukhametshin, V.| Andreev, A.","3","6602890338| 57203543434| 57191588272","2017","Society of Petroleum Engineers - SPE Russian Petroleum Technology Conference 2017","0.3","2","21","16.75","9","1","Akhmetov, R., Mukhametshin, V., Andreev, A. (2017).A quantitative assessment method of the productive formation wettability indicator according to the data of geophysical surveys. Society of Petroleum Engineers - SPE Russian Petroleum Technology Conference 2017,","https://www.scopus.com/record/display.url?eid=2-s2.0-85057424505&origin=resultslist","10.2118/187907-ms","Conference Paper","2-s2.0-85057424505","Ufa State Petroleum Technological University","60001457| 60001457","Ufa State Petroleum Technological University| Ufa State Petroleum Technological University","Russian Federation","1906| 1908| 1909| 2103","Geochemistry and Petrology| Geophysics| Geotechnical Engineering and Engineering Geology| Fuel Technology","Liquefied Natural Gas,Gases,Liquefaction","1460","Oil Recovery,Oil Well Flooding,Horizontal Wells","91864","21.821","80.108"
"Increasing the efficiency of assessing the performance of techniques aimed at expanding the use of resource potential of oilfields with hard-to-recover reserves","Mukhametshin, V.V.| Andreev, V.E.","2","57203543434| 57198006697","2018","Bulletin of the Tomsk Polytechnic University, Geo Assets Engineering","1.09","25","21","3.09","6","7","Mukhametshin, V.V., Andreev, V.E. (2018).Increasing the efficiency of assessing the performance of techniques aimed at expanding the use of resource potential of oilfields with hard-to-recover reserves. Bulletin of the Tomsk Polytechnic University, Geo Assets Engineering,329(8) 30-36","https://www.scopus.com/record/display.url?eid=2-s2.0-85052599999&origin=resultslist","-","Article","2-s2.0-85052599999","Ufa State Petroleum Technological University","60001457| 60001457","Ufa State Petroleum Technological University| Ufa State Petroleum Technological University","Russian Federation","1905| 1909| 2103| 2308| 2311| 2501","Economic Geology| Geotechnical Engineering and Engineering Geology| Fuel Technology| Management, Monitoring, Policy and Law| Waste Management and Disposal| Materials Science (miscellaneous)","Liquefied Natural Gas,Gases,Liquefaction","1460","Oil Recovery,Oil Well Flooding,Horizontal Wells","91864","21.821","80.108"
"Thermoacoustic inductor for heavy oil extraction","Tyncherov, K.T.| Mukhametshin, V.S.| Paderin, M.G.| Selivanova, M.V.| Shokurov, I.V.| Almukhametova, E.M.","6","6506047076| 57194128050| 57201777993| 57200145323| 57201775419| 57196258528","2018","IOP Conference Series: Materials Science and Engineering","3.15","45","20","12.75","6","1","Tyncherov, K.T., Mukhametshin, V.S., Paderin, M.G. and 3 more (...) (2018).Thermoacoustic inductor for heavy oil extraction. IOP Conference Series: Materials Science and Engineering,327(4) ","https://www.scopus.com/record/display.url?eid=2-s2.0-85046072365&origin=resultslist","10.1088/1757-899X/327/4/042111","Conference Paper","2-s2.0-85046072365","Ufa State Petroleum Technological University","60001457","Ufa State Petroleum Technological University","Russian Federation","2200| 2500","General Engineering| General Materials Science","Reservoirs (Water),Oil Well Flooding,Hydraulic Fracturing","164","Oil Recovery,Dielectric Heating,Steam Injection","39559","89.224","80.591"
"Some testing results of productive strata wettability index forecasting technique","Akhmetov, R.T.| Mukhametshin, V.V.| Andreev, A.V.| Sultanov, Sh.H.","4","6602890338| 57203543434| 57191588272| 23111853300","2017","SOCAR Proceedings","0.88","18","20","2.15","10","12","Akhmetov, R.T., Mukhametshin, V.V., Andreev, A.V. and 1 more (...) (2017).Some testing results of productive strata wettability index forecasting technique. SOCAR Proceedings,(4) 83-87","https://www.scopus.com/record/display.url?eid=2-s2.0-85040346291&origin=resultslist","10.5510/OGP20170400334","Article","2-s2.0-85040346291","Ufa State Petroleum Technological University","60001457","Ufa State Petroleum Technological University","Russian Federation","1501| 1601| 1907| 1908| 1909| 2102| 2103| 2604","Chemical Engineering (miscellaneous)| Chemistry (miscellaneous)| Geology| Geophysics| Geotechnical Engineering and Engineering Geology| Energy Engineering and Power Technology| Fuel Technology| Applied Mathematics","Liquefied Natural Gas,Gases,Liquefaction","1460","Oil Recovery,Oil Well Flooding,Horizontal Wells","91864","21.821","80.108"
"Industry 4.0 and closed-loop economy in the context of solving the global problems of modern times","Vanchukhina, L.I.| Leybert, T.B.| Khalikova, E.A.| Rudneva, Y.R.| Rogacheva, A.M.","5","55917166500| 55917733800| 34874978700| 57201336055| 57201334539","2019","Studies in Systems, Decision and Control","2.07","84","20","16.59","3","1","Vanchukhina, L.I., Leybert, T.B., Khalikova, E.A. and 2 more (...) (2019).Industry 4.0 and closed-loop economy in the context of solving the global problems of modern times. Studies in Systems, Decision and Control,16931-53","https://www.scopus.com/record/display.url?eid=2-s2.0-85051077711&origin=resultslist","10.1007/978-3-319-94310-7_4","Chapter","2-s2.0-85051077711","Ufa State Petroleum Technological University","60001457","Ufa State Petroleum Technological University","Russian Federation","1701| 1801| 2001| 2203| 2207| 2606| 3301","Computer Science (miscellaneous)| Decision Sciences (miscellaneous)| Economics, Econometrics and Finance (miscellaneous)| Automotive Engineering| Control and Systems Engineering| Control and Optimization| Social Sciences (miscellaneous)","Electricity,Energy,Economics","81","Industrial Symbiosis,Eco-industrial Parks,Circular Economy","8243","99.264","99.788"
"Investigation of relationships between bulk properties and fraction properties of crude oils by application of the intercriteria analysis","Stratiev, D.S.| Sotirov, S.| Shishkova, I.| Nedelchev, A.| Sharafutdinov, I.| Vely, A.| Mitkova, M.| Yordanov, D.| Sotirova, E.| Atanassova, V.| Atanassov, K.| Stratiev, D.D.| Rudnev, N.| Ribagin, S.","14","6602677975| 8898363100| 23010524500| 52364735700| 54942830800| 56495546700| 7004062729| 23991890100| 35508559400| 6603202641| 7006934987| 55876915200| 54943464500| 55498197600","2016","Petroleum Science and Technology","1.53","38","20","1.5","13","19","Stratiev, D.S., Sotirov, S., Shishkova, I. and 11 more (...) (2016).Investigation of relationships between bulk properties and fraction properties of crude oils by application of the intercriteria analysis. Petroleum Science and Technology,34(13) 1113-1120","https://www.scopus.com/record/display.url?eid=2-s2.0-84983750495&origin=resultslist","10.1080/10916466.2016.1188114","Article","2-s2.0-84983750495","Ufa State Petroleum Technological University| Bulgarian Academy of Sciences| Bourgas Prof. Assen Zlatarov University","60002102| 60001694| 60024147| 60001457","Bourgas Prof. Assen Zlatarov University| Institute of Biophysics and Biomedical Engineering, Bulgarian Academy of Sciences| Bulgarian Academy of Sciences| Ufa State Petroleum Technological University","Russian Federation| Bulgaria","1500| 1600| 1909| 2102| 2103","General Chemical Engineering| General Chemistry| Geotechnical Engineering and Engineering Geology| Energy Engineering and Power Technology| Fuel Technology","Decision Making,Fuzzy Sets,Models","211","Intuitionistic Fuzzy Set,Fuzzy Evaluation,Batch Fermentation","29077","93.307","72.511"
"Search and argumentation of decisions aimed at increasing the efficiency of bottom-hole zone stimulation in oil accumulations with challenged reserves","Mukhametshin, V.| Andreev, V.","2","57203543434| 57191583878","2017","Society of Petroleum Engineers - SPE Russian Petroleum Technology Conference 2017","0.3","2","20","15.95","10","1","Mukhametshin, V., Andreev, V. (2017).Search and argumentation of decisions aimed at increasing the efficiency of bottom-hole zone stimulation in oil accumulations with challenged reserves. Society of Petroleum Engineers - SPE Russian Petroleum Technology Conference 2017,","https://www.scopus.com/record/display.url?eid=2-s2.0-85057411990&origin=resultslist","10.2118/187785-ms","Conference Paper","2-s2.0-85057411990","Ufa State Petroleum Technological University","60001457| 120142934","Ufa State Petroleum Technological University| Institute of Oil Technology and New Materials of Bashkortostan Republic","Russian Federation","1906| 1908| 1909| 2103","Geochemistry and Petrology| Geophysics| Geotechnical Engineering and Engineering Geology| Fuel Technology","Liquefied Natural Gas,Gases,Liquefaction","1460","Oil Recovery,Oil Well Flooding,Horizontal Wells","91864","21.821","80.108"
"Physicochemical Properties and Genesis of the Asphaltites of Orenburg Oblast","Kerimov, V.Y.| Gordadze, G.N.| Lapidus, A.L.| Giruts, M.V.| Mustaev, R.N.| Movsumzade, E.M.| Zhagfarov, F.G.| Zakharchenko, M.V.","8","56308832900| 6602104368| 7102987800| 8607789200| 56400854700| 6603494142| 6505918397| 57111954600","2018","Solid Fuel Chemistry","1.29","31","20","2.16","6","12","Kerimov, V.Y., Gordadze, G.N., Lapidus, A.L. and 5 more (...) (2018).Physicochemical Properties and Genesis of the Asphaltites of Orenburg Oblast. Solid Fuel Chemistry,52(2) 128-137","https://www.scopus.com/record/display.url?eid=2-s2.0-85045651416&origin=resultslist","10.3103/S0361521918020064","Article","2-s2.0-85045651416","Ufa State Petroleum Technological University| I.M. Gubkin Russian State University of Oil and Gas","60010055| 60001457","National University of Oil and Gas «Gubkin University»| Ufa State Petroleum Technological University","Russian Federation","1500| 1600| 2103","General Chemical Engineering| General Chemistry| Fuel Technology","Lakes,Gold,Ore Deposits","1083","Nepa,Riphean,Catagenesis","58572","11.981","76.43"
"Prospects of application of multi-functional well killing fluids in carbonate reservoirs","Zejgman, J.V.| Mukhametshin, V.Sh.| Khafizov, A.R.| Kharina, S.B.","4","6506225154| 57194128050| 57191582406| 57191571064","2016","SOCAR Proceedings","0.58","26","20","1.17","13","25","Zejgman, J.V., Mukhametshin, V.Sh., Khafizov, A.R. and 1 more (...) (2016).Prospects of application of multi-functional well killing fluids in carbonate reservoirs. SOCAR Proceedings,(3) 33-39","https://www.scopus.com/record/display.url?eid=2-s2.0-84991648836&origin=resultslist","10.5510/OGP20160300286","Review","2-s2.0-84991648836","Ufa State Petroleum Technological University","60001457","Ufa State Petroleum Technological University","Russian Federation","1501| 1601| 1907| 1908| 1909| 2102| 2103| 2604","Chemical Engineering (miscellaneous)| Chemistry (miscellaneous)| Geology| Geophysics| Geotechnical Engineering and Engineering Geology| Energy Engineering and Power Technology| Fuel Technology| Applied Mathematics","Liquefied Natural Gas,Gases,Liquefaction","1460","Oil Recovery,Oil Well Flooding,Horizontal Wells","91864","21.821","80.108"
"Heat resistance of certain structural steels","Tyusenkov, A.S.| Rubtsov, A.V.| Tlyasheva, R.R.","3","56626105700| 57196033993| 57196031721","2017","Solid State Phenomena","3.14","38","20","12.06","10","1","Tyusenkov, A.S., Rubtsov, A.V., Tlyasheva, R.R. (2017).Heat resistance of certain structural steels. Solid State Phenomena,265868-872","https://www.scopus.com/record/display.url?eid=2-s2.0-85031088936&origin=resultslist","10.4028/www.scientific.net/SSP.265.868","Conference Paper","2-s2.0-85031088936","Ufa State Petroleum Technological University","60001457","Ufa State Petroleum Technological University","Russian Federation","2500| 3104| 3107","General Materials Science| Condensed Matter Physics| Atomic and Molecular Physics, and Optics","Buckling,Vibration Analysis,Functionally Graded Materials","240","Discrete Singular Convolution,Rectangular Plates,Free Vibration","6356","82.262","89.945"
