
"Title","Authors","Number of Authors","Scopus Author Ids","Year","Scopus Source title","Field-Weighted View Impact","Views","Citations","Field-Weighted Citation Impact","Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile","Reference","Abstract","DOI","Publication type","EID","Institutions","Scopus Affiliation IDs","Scopus Affiliation names","Country/Region","All Science Journal Classification (ASJC) code","All Science Journal Classification (ASJC) field name","Topic Cluster name","Topic Cluster number","Topic name","Topic number","Topic Cluster Prominence Percentile","Topic Prominence Percentile"
"Thermogutta terrifontis gen. Nov., sp. nov. and thermogutta hypogea sp. nov., thermophilic anaerobic representatives of the phylum planctomycetes","Slobodkina, G.B.| Kovaleva, O.L.| Miroshnichenko, M.L.| Slobodkin, A.I.| Kolganova, T.V.| Novikov, A.A.| Van Heerden, E.| Bonch-Osmolovskaya, E.A.","8","6507498739| 27368060100| 7003690256| 6701866016| 6701778611| 57195301592| 6602074565| 7004019128","2015","International Journal of Systematic and Evolutionary Microbiology","1.22","31","40","1.8","6","15","Slobodkina, G.B., Kovaleva, O.L., Miroshnichenko, M.L. and 5 more (...) (2015).Thermogutta terrifontis gen. Nov., sp. nov. and thermogutta hypogea sp. nov., thermophilic anaerobic representatives of the phylum planctomycetes. International Journal of Systematic and Evolutionary Microbiology,65(3) 760-765","https://www.scopus.com/record/display.url?eid=2-s2.0-84925293073&origin=resultslist","10.1099/ijs.0.000009","Article","2-s2.0-84925293073","Russian Academy of Sciences| University of The Free State| I.M. Gubkin Russian State University of Oil and Gas","60021331| 60073871| 60109103| 60021331| 60010055| 60015706","Russian Academy of Sciences| Winogradsky Institute of Microbiology, Russian Academy of Sciences| Institute of Bioengineering, Moscow| Russian Academy of Sciences| National University of Oil and Gas «Gubkin University»| University of the Free State","South Africa| Russian Federation","1105| 2404","Ecology, Evolution, Behavior and Systematics| Microbiology","Genome,Bacterial Typing Techniques,Vitamin K 2","456","Planctomycetes,Gemmata,Verrucomicrobia","36340","74.029","81.269"
"Oriented Clay Nanotube Membrane Assembled on Microporous Polymeric Substrates","Qin, L.| Zhao, Y.| Liu, J.| Hou, J.| Zhang, Y.| Wang, J.| Zhu, J.| Zhang, B.| Lvov, Y.| Van Der Bruggen, B.","10","57192587395| 35489862300| 55961781000| 57195965133| 24734317700| 57077047600| 56149697000| 56215283400| 7006686873| 7003334590","2016","ACS Applied Materials and Interfaces","2.29","73","40","1.95","5","14","Qin, L., Zhao, Y., Liu, J. and 7 more (...) (2016).Oriented Clay Nanotube Membrane Assembled on Microporous Polymeric Substrates. ACS Applied Materials and Interfaces,8(50) 34914-34923","https://www.scopus.com/record/display.url?eid=2-s2.0-85006927601&origin=resultslist","10.1021/acsami.6b12858","Article","2-s2.0-85006927601","Zhengzhou University| Louisiana Tech University| University of New South Wales| KU Leuven| I.M. Gubkin Russian State University of Oil and Gas","60018554| 60028333| 60025063| 60000092| 60016251| 60010055","Zhengzhou University| UNSW Sydney| KU Leuven| Institute for Micromanufacturing| Louisiana Tech University| National University of Oil and Gas «Gubkin University»","Belgium| China| United States| Australia| Russian Federation","2500","General Materials Science","Kaolinite,Clay Minerals,Nanotubes","815","Clays,Nanotubes,Nanoclays","12631","64.993","99.36"
"Generation and accumulation of hydrocarbons at great depths under the earth's crust","Guliyev, I.S.| Kerimov, V.Y.| Osipov, A.V.| Mustaev, R.N.","4","6602519383| 56308832900| 8574084700| 56400854700","2017","SOCAR Proceedings","1.62","33","38","4.08","4","4","Guliyev, I.S., Kerimov, V.Y., Osipov, A.V. and 1 more (...) (2017).Generation and accumulation of hydrocarbons at great depths under the earth's crust. SOCAR Proceedings,(1) 4-16","https://www.scopus.com/record/display.url?eid=2-s2.0-85024489281&origin=resultslist","10.5510/OGP20170100302","Article","2-s2.0-85024489281","Azerbaijan National Academy of Sciences| I.M. Gubkin Russian State University of Oil and Gas","60071956| 60010055","Azerbaijan National Academy of Sciences| National University of Oil and Gas «Gubkin University»","Azerbaijan| Russian Federation","1501| 1601| 1907| 1908| 1909| 2102| 2103| 2604","Chemical Engineering (miscellaneous)| Chemistry (miscellaneous)| Geology| Geophysics| Geotechnical Engineering and Engineering Geology| Energy Engineering and Power Technology| Fuel Technology| Applied Mathematics","Lakes,Gold,Ore Deposits","1083","Nepa,Riphean,Catagenesis","58572","11.981","76.43"
"Groundwater dynamics forecasting criteria of oil and gas occurrences in alpine mobile belt basins","Kerimov, V.Y.| Rachinsky, M.Z.| Mustaev, R.N.| Osipov, A.V.","4","56308832900| 22136309700| 56400854700| 8574084700","2017","Doklady Earth Sciences","1.12","22","38","3.94","4","5","Kerimov, V.Y., Rachinsky, M.Z., Mustaev, R.N. and 1 more (...) (2017).Groundwater dynamics forecasting criteria of oil and gas occurrences in alpine mobile belt basins. Doklady Earth Sciences,476(1) 1066-1068","https://www.scopus.com/record/display.url?eid=2-s2.0-85030699097&origin=resultslist","10.1134/S1028334X17090136","Article","2-s2.0-85030699097","I.M. Gubkin Russian State University of Oil and Gas","60010055| 105294205","National University of Oil and Gas «Gubkin University»| Environmental Solutions International, LLC","United States| Russian Federation","1900| 1901","General Earth and Planetary Sciences| Earth and Planetary Sciences (miscellaneous)","Lakes,Gold,Ore Deposits","1083","Nepa,Riphean,Catagenesis","58572","11.981","76.43"
"Tepidisphaera mucosa gen. Nov., sp. nov., a moderately thermophilic member of the class phycisphaerae in the phylum Planctomycetes, and proposal of a new family, tepidisphaeraceae fam. nov., and a new order, Tepidisphaerales ord. nov.","Kovaleva, O.L.| Merkel, A.Y.| Novikov, A.A.| Baslerov, R.V.| Toshchakov, S.V.| Bonch-Osmolovskaya, E.A.","6","27368060100| 55216485500| 57195301592| 24170615800| 16205658400| 7004019128","2015","International Journal of Systematic and Evolutionary Microbiology","1.78","42","37","1.35","7","22","Kovaleva, O.L., Merkel, A.Y., Novikov, A.A. and 3 more (...) (2015).Tepidisphaera mucosa gen. Nov., sp. nov., a moderately thermophilic member of the class phycisphaerae in the phylum Planctomycetes, and proposal of a new family, tepidisphaeraceae fam. nov., and a new order, Tepidisphaerales ord. nov.. International Journal of Systematic and Evolutionary Microbiology,65(2) 549-555","https://www.scopus.com/record/display.url?eid=2-s2.0-84922815899&origin=resultslist","10.1099/ijs.0.070151-0","Article","2-s2.0-84922815899","Immanuel Kant Baltic Federal University| Russian Academy of Sciences| I.M. Gubkin Russian State University of Oil and Gas","60021331| 60073871| 60010055| 60021331| 60109103| 60031254","Russian Academy of Sciences| Winogradsky Institute of Microbiology, Russian Academy of Sciences| National University of Oil and Gas «Gubkin University»| Russian Academy of Sciences| Institute of Bioengineering, Moscow| Immanuel Kant Baltic Federal University","Russian Federation","1105| 2404","Ecology, Evolution, Behavior and Systematics| Microbiology","Genome,Bacterial Typing Techniques,Vitamin K 2","456","Planctomycetes,Gemmata,Verrucomicrobia","36340","74.029","81.269"
"Fundamental challenges of the location of oil and gas in the South Caspian Basin","Guliev, I.S.| Kerimov, V.Y.| Mustaev, R.N.","3","6603615480| 56308832900| 56400854700","2016","Doklady Earth Sciences","1.48","27","36","4.1","6","4","Guliev, I.S., Kerimov, V.Y., Mustaev, R.N. (2016).Fundamental challenges of the location of oil and gas in the South Caspian Basin. Doklady Earth Sciences,471(1) 1109-1112","https://www.scopus.com/record/display.url?eid=2-s2.0-84999663582&origin=resultslist","10.1134/S1028334X1611009X","Article","2-s2.0-84999663582","Azerbaijan National Academy of Sciences| I.M. Gubkin Russian State University of Oil and Gas","60071956| 60010055","Azerbaijan National Academy of Sciences| National University of Oil and Gas «Gubkin University»","Azerbaijan| Russian Federation","1900| 1901","General Earth and Planetary Sciences| Earth and Planetary Sciences (miscellaneous)","Lakes,Gold,Ore Deposits","1083","Nepa,Riphean,Catagenesis","58572","11.981","76.43"
"Environment for the formation of shale oil and gas accumulations in low-permeability sequences of the Maikop series, Fore-Caucasus","Kerimov, V.Yu.| Mustaev, R.N.| Yandarbiev, N.Sh.| Movsumzade, E.M.","4","56308832900| 56400854700| 23480670700| 6603494142","2017","Oriental Journal of Chemistry","1.14","30","35","2.85","4","8","Kerimov, V.Yu., Mustaev, R.N., Yandarbiev, N.Sh. and 1 more (...) (2017).Environment for the formation of shale oil and gas accumulations in low-permeability sequences of the Maikop series, Fore-Caucasus. Oriental Journal of Chemistry,33(2) 879-892","https://www.scopus.com/record/display.url?eid=2-s2.0-85019880229&origin=resultslist","10.13005/ojc/330237","Article","2-s2.0-85019880229","Ufa State Petroleum Technological University| Lomonosov Moscow State University| I.M. Gubkin Russian State University of Oil and Gas","60010055| 60007457| 60001457","National University of Oil and Gas «Gubkin University»| Lomonosov Moscow State University| Ufa State Petroleum Technological University","Russian Federation","1303| 1600| 2304| 3002","Biochemistry| General Chemistry| Environmental Chemistry| Drug Discovery","Lakes,Gold,Ore Deposits","1083","Nepa,Riphean,Catagenesis","58572","11.981","76.43"
"Basin modeling tasks at different stages of geological exploration","Kerimov, V.Yu.| Mustaev, R.N.| Senin, B.V.| Lavrenova, E.A.","4","56308832900| 56400854700| 6603313409| 56400838500","2015","Neftyanoe khozyaystvo - Oil Industry","0.63","28","34","3.39","8","6","Kerimov, V.Yu., Mustaev, R.N., Senin, B.V. and 1 more (...) (2015).Basin modeling tasks at different stages of geological exploration. Neftyanoe khozyaystvo - Oil Industry,(4) 26-29","https://www.scopus.com/record/display.url?eid=2-s2.0-84928646862&origin=resultslist","-","Article","2-s2.0-84928646862","I.M. Gubkin Russian State University of Oil and Gas","60010055| 115612132| 115612132","National University of Oil and Gas «Gubkin University»| Gelendzhik| Gelendzhik","Russian Federation","2102| 2103","Energy Engineering and Power Technology| Fuel Technology","Lakes,Gold,Ore Deposits","1083","Nepa,Riphean,Catagenesis","58572","11.981","76.43"
"Stabilized Dye–Pigment Formulations with Platy and Tubular Nanoclays","Micó-Vicent, B.| Martínez-Verdú, F.M.| Novikov, A.| Stavitskaya, A.| Vinokurov, V.| Rozhina, E.| Fakhrullin, R.| Yendluri, R.| Lvov, Y.","9","57079012100| 57189392279| 57195301592| 57190568044| 7101929921| 56664478300| 16244745200| 42662846600| 7006686873","2018","Advanced Functional Materials","4.42","98","33","3.49","3","6","Micó-Vicent, B., Martínez-Verdú, F.M., Novikov, A. and 6 more (...) (2018).Stabilized Dye–Pigment Formulations with Platy and Tubular Nanoclays. Advanced Functional Materials,28(27) ","https://www.scopus.com/record/display.url?eid=2-s2.0-85049272432&origin=resultslist","10.1002/adfm.201703553","Article","2-s2.0-85049272432","Louisiana Tech University| Kazan Volga Region Federal University| University of Alicante| Polytechnic University of Valencia| I.M. Gubkin Russian State University of Oil and Gas","60011476| 60010844| 60010055| 60070941| 60016251| 60000092","Universitat Politècnica de València| Universitat d'Alacant| National University of Oil and Gas «Gubkin University»| Kazan Federal University| Louisiana Tech University| Institute for Micromanufacturing","Spain| United States| Russian Federation","1600| 2500| 3104","General Chemistry| General Materials Science| Condensed Matter Physics","Kaolinite,Clay Minerals,Nanotubes","815","Clays,Nanotubes,Nanoclays","12631","64.993","99.36"
"Changes of Asphaltenes' Structural Phase Characteristics in the Process of Conversion of Heavy Oil in the Hydrothermal Catalytic System","Kayukova, G.P.| Gubaidullin, A.T.| Petrov, S.M.| Romanov, G.V.| Petrukhina, N.N.| Vakhin, A.V.","6","6602129238| 7006930577| 55509181100| 7101632123| 55357247800| 56388644200","2016","Energy and Fuels","6.05","154","33","2.84","6","8","Kayukova, G.P., Gubaidullin, A.T., Petrov, S.M. and 3 more (...) (2016).Changes of Asphaltenes' Structural Phase Characteristics in the Process of Conversion of Heavy Oil in the Hydrothermal Catalytic System. Energy and Fuels,30(2) 773-783","https://www.scopus.com/record/display.url?eid=2-s2.0-84958985711&origin=resultslist","10.1021/acs.energyfuels.5b01328","Article","2-s2.0-84958985711","Kazan Volga Region Federal University| Russian Academy of Sciences| RAS - Kazan Scientific Center| I.M. Gubkin Russian State University of Oil and Gas","60021331| 60096198| 60095468| 60070941| 60010055","Russian Academy of Sciences| Kazan Scientific Center, Russian Academy of Sciences| A.E. Arbuzov Institute of Organic and Physical Chemistry, Kazan Scientific Center, Russian Academy o| Kazan Federal University| National University of Oil and Gas «Gubkin University»","Russian Federation","1500| 2102| 2103","General Chemical Engineering| Energy Engineering and Power Technology| Fuel Technology","Crude Oil,Asphaltenes,Oil Sands","629","Petroleum,Tatarstan,Upgrading","32928","67.805","92.361"
"Evaluation of secondary filtration parameters of low-permeability shale strata of the Maikop series of Central and Eastern Ciscaucasia by the results of geomechanics modeling","Kerimov, V.Yu.| Mustaev, R.N.| Dmitrievsky, S.S.| Zaitsev, V.A.","4","56308832900| 56400854700| 56979231700| 55584119400","2016","Neftyanoe Khozyaystvo - Oil Industry","0.77","20","33","3.03","6","7","Kerimov, V.Yu., Mustaev, R.N., Dmitrievsky, S.S. and 1 more (...) (2016).Evaluation of secondary filtration parameters of low-permeability shale strata of the Maikop series of Central and Eastern Ciscaucasia by the results of geomechanics modeling. Neftyanoe Khozyaystvo - Oil Industry,(9) 18-21","https://www.scopus.com/record/display.url?eid=2-s2.0-85018296632&origin=resultslist","-","Article","2-s2.0-85018296632","Lomonosov Moscow State University| I.M. Gubkin Russian State University of Oil and Gas","60010055| 60007457","National University of Oil and Gas «Gubkin University»| Lomonosov Moscow State University","Russian Federation","2102| 2103","Energy Engineering and Power Technology| Fuel Technology","Lakes,Gold,Ore Deposits","1083","Nepa,Riphean,Catagenesis","58572","11.981","76.43"
"Determination of the geometric design parameters of pillow-plate heat exchangers","Piper, M.| Olenberg, A.| Tran, J.M.| Kenig, E.Y.","4","55517008800| 56224502600| 56297391200| 7006669230","2015","Applied Thermal Engineering","1.27","42","33","1.92","8","14","Piper, M., Olenberg, A., Tran, J.M. and 1 more (...) (2015).Determination of the geometric design parameters of pillow-plate heat exchangers. Applied Thermal Engineering,911168-1175","https://www.scopus.com/record/display.url?eid=2-s2.0-84946213663&origin=resultslist","10.1016/j.applthermaleng.2015.08.097","Article","2-s2.0-84946213663","Paderborn University| I.M. Gubkin Russian State University of Oil and Gas","60020238| 60010055","Universität Paderborn| National University of Oil and Gas «Gubkin University»","Germany| Russian Federation","2102| 2209","Energy Engineering and Power Technology| Industrial and Manufacturing Engineering","Distillation,Optimization,Distillation Columns","427","Reboilers,Thermosyphons,Heat Exchangers","52448","59.505","64.371"
