

"Title","Authors","Number of Authors","Scopus Author Ids","Year","Scopus Source title","Field-Weighted View Impact","Views","Citations","Field-Weighted Citation Impact","Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile","Reference","Abstract","DOI","Publication type","EID","Institutions","Scopus Affiliation IDs","Scopus Affiliation names","Country/Region","All Science Journal Classification (ASJC) code","All Science Journal Classification (ASJC) field name","Topic Cluster name","Topic Cluster number","Topic name","Topic number","Topic Cluster Prominence Percentile","Topic Prominence Percentile"
"Solvent-specific reduction of Na2PtI6 in acetone","Khazipov, O.V.| Merzlikina, M.A.| Nikytenko, D.V.| Khomutova, E.V.| Krasnyakova, T.V.| Mitchenko, S.A.","6","55371230600| 57194703430| 57195971991| 57194696653| 15132176400| 7004432184","2017","Russian Journal of General Chemistry","0.78","20","1","0.07","61","73","Khazipov, O.V., Merzlikina, M.A., Nikytenko, D.V. and 3 more (...) (2017).Solvent-specific reduction of Na2PtI6 in acetone. Russian Journal of General Chemistry,87(1) 128-131","https://www.scopus.com/record/display.url?eid=2-s2.0-85021735803&origin=resultslist","10.1134/S1070363217010200","Article","2-s2.0-85021735803","Platov South-Russian State Polytechnic University| NASU - Lytvynenko Institute of Physical Organic Chemistry and Coal Chemistry","60070958| 60084609| 112831673","Platov South-Russian State Polytechnic University (NPI)| L.M. Litvinenko Institute of Physical Organic and Coal Chemistry, National Academy of Sciences of Uk| Shevchenko Lugansk National University","Russian Federation| Ukraine","1600","General Chemistry","Synthesis (Chemical),Sulfur,Methods","779","Hexachlorobutadiene,Butadienes,Thiomorpholine","51453","7.697","14.614"
"Development of resource-saving cellular glass technology and materials based on it","Yatsenko, E.A.| Smolii, V.A.| Goltsman, B.M.","3","7003335636| 52063721000| 57144398600","2016","Materials Science Forum","0.99","15","1","0","64","72","Yatsenko, E.A., Smolii, V.A., Goltsman, B.M. (2016).Development of resource-saving cellular glass technology and materials based on it. Materials Science Forum,870175-180","https://www.scopus.com/record/display.url?eid=2-s2.0-84988351558&origin=resultslist","10.4028/www.scientific.net/MSF.870.175","Conference Paper","2-s2.0-84988351558","Platov South-Russian State Polytechnic University","60070958","Platov South-Russian State Polytechnic University (NPI)","Russian Federation","2210| 2211| 2500| 3104","Mechanical Engineering| Mechanics of Materials| General Materials Science| Condensed Matter Physics","Glass,Glass Ceramics,Silicates","447","Glass Ceramics,Waste Glass,Cathode Ray Tubes","6701","60.107","94.701"
"Ash-Slag Based Cellular Glass for Energy-Efficient 3-Ply Construction Panels","Smolii, V.A.| Kosarev, A.S.| Yatsenko, E.A.","3","52063721000| 52063459200| 7003335636","2019","Glass and Ceramics (English translation of Steklo i Keramika)","0.95","20","1","0.2","43","58","Smolii, V.A., Kosarev, A.S., Yatsenko, E.A. (2019).Ash-Slag Based Cellular Glass for Energy-Efficient 3-Ply Construction Panels. Glass and Ceramics (English translation of Steklo i Keramika),76(3-4) 105-108","https://www.scopus.com/record/display.url?eid=2-s2.0-85070075968&origin=resultslist","10.1007/s10717-019-00143-0","Article","2-s2.0-85070075968","Platov South-Russian State Polytechnic University","60070958","Platov South-Russian State Polytechnic University (NPI)","Russian Federation","2211| 2503| 2505","Mechanics of Materials| Ceramics and Composites| Materials Chemistry","Glass,Glass Ceramics,Silicates","447","Glass Ceramics,Waste Glass,Cathode Ray Tubes","6701","60.107","94.701"
"Analyzing efficiency of two-layer foundations for a power transmission line portal based on a numerical experiment","Shutova, M.N.| Evtushenko, S.I.| Kalafatov, D.A.","3","57190962027| 57190962075| 57210174657","2019","Geotechnics Fundamentals and Applications in Construction: New Materials, Structures, Technologies and Calculations - Proceedings of the International Conference on Geotechnics Fundamentals and Applications in Construction: New Materials, Structures, Technologies and Calculations, GFAC 2019","3.78","34","1","3.41","43","7","Shutova, M.N., Evtushenko, S.I., Kalafatov, D.A. (2019).Analyzing efficiency of two-layer foundations for a power transmission line portal based on a numerical experiment. Geotechnics Fundamentals and Applications in Construction: New Materials, Structures, Technologies and Calculations - Proceedings of the International Conference on Geotechnics Fundamentals and Applications in Construction: New Materials, Structures, Technologies and Calculations, GFAC 2019,335-340","https://www.scopus.com/record/display.url?eid=2-s2.0-85069774230&origin=resultslist","10.1201/9780429058882-65","Conference Paper","2-s2.0-85069774230","Platov South-Russian State Polytechnic University| V.I. Vernadsky Crimean Federal University","60070958| 60105157","Platov South-Russian State Polytechnic University (NPI)| V.I. Vernadsky Crimean Federal University","Russian Federation","1909| 2215","Geotechnical Engineering and Engineering Geology| Building and Construction","Buildings,Air Conditioning,Ventilation","176","Reinforced Concrete,Facades,High-Rise Building","17261","95.582","94.85"
"Liquid-Phase Synthesis and Properties of Constant Lattice Parameter AlGaInAsP Solid Solutions on Indium Phosphide Substrates","Alfimova, D.L.| Lunin, L.S.| Lunina, M.L.| Kazakova, A.E.| Pashchenko, A.S.","5","41661061400| 7004378221| 25927301900| 57196022654| 42762051600","2019","Inorganic Materials","1.2","22","1","0.24","43","55","Alfimova, D.L., Lunin, L.S., Lunina, M.L. and 2 more (...) (2019).Liquid-Phase Synthesis and Properties of Constant Lattice Parameter AlGaInAsP Solid Solutions on Indium Phosphide Substrates. Inorganic Materials,55(6) 533-541","https://www.scopus.com/record/display.url?eid=2-s2.0-85067463291&origin=resultslist","10.1134/S0020168519060013","Article","2-s2.0-85067463291","Platov South-Russian State Polytechnic University| Russian Academy of Sciences","60085215| 60021331| 60070958","Southern Scientific Centre, Russian Academy of Sciences| Russian Academy of Sciences| Platov South-Russian State Polytechnic University (NPI)","Russian Federation","1500| 1604| 2505| 2506","General Chemical Engineering| Inorganic Chemistry| Materials Chemistry| Metals and Alloys","Semiconductor Quantum Dots,Semiconductor Quantum Wells,Gallium Arsenide","59","Semiconductor Quantum Wells,Heterostructures,Photodiodes","13405","81.058","70.43"
"Modified geomembrane compositions for hydraulic structure impervious coatings","Kosichenko, Y.M.| Baev, B.O.","2","6603198909| 57196105439","2017","Solid State Phenomena","2.4","29","1","0.6","61","43","Kosichenko, Y.M., Baev, B.O. (2017).Modified geomembrane compositions for hydraulic structure impervious coatings. Solid State Phenomena,265548-552","https://www.scopus.com/record/display.url?eid=2-s2.0-85031095864&origin=resultslist","10.4028/www.scientific.net/SSP.265.548","Conference Paper","2-s2.0-85031095864","Platov South-Russian State Polytechnic University","60070958| 116370240","Platov South-Russian State Polytechnic University (NPI)| Russian Scientific Research Institute of Land Improvement Problems","Russian Federation","2500| 3104| 3107","General Materials Science| Condensed Matter Physics| Atomic and Molecular Physics, and Optics","Piles,Soils,Geotechnical Engineering","64","Geomembranes,Clay Liner,Geosynthetics","11196","90.428","85.006"
"Analysis of Operating Conditions of Sliding Friction Units of Driving System of High-Pressure Oil and Gas Well Service Plunger Pumps","Kireev, S.O.| Nikishenko, S.L.| Vasil’ev, B.N.| Vasil’ev, M.A.","4","7006725317| 57191410016| 57191411011| 57191405065","2016","Chemical and Petroleum Engineering","0.64","14","1","0","64","72","Kireev, S.O., Nikishenko, S.L., Vasil’ev, B.N. and 1 more (...) (2016).Analysis of Operating Conditions of Sliding Friction Units of Driving System of High-Pressure Oil and Gas Well Service Plunger Pumps. Chemical and Petroleum Engineering,52(5-6) 332-338","https://www.scopus.com/record/display.url?eid=2-s2.0-84989878004&origin=resultslist","10.1007/s10556-016-0195-4","Article","2-s2.0-84989878004","Platov South-Russian State Polytechnic University| Don State Technical University","60018011| 60070958","Don State Technical University| Platov South-Russian State Polytechnic University (NPI)","Russian Federation","1500| 1906| 2102| 2103","General Chemical Engineering| Geochemistry and Petrology| Energy Engineering and Power Technology| Fuel Technology","Valves (Mechanical),Hydraulics,Hydraulic Equipment","1266","Reciprocating Pumps,Wave Runup,Cylinder Blocks","13105","22.691","91.228"
"Investigation of mechanisms behind mineral raw materials destruction in ball mills","Malyarov, P.V.| Kovalev, P.A.| Bochkarev, A.V.| Dolgov, A.M.","4","57192889947| 57203360956| 57203357581| 55998887100","2018","Obogashchenie Rud","1.84","38","1","0.15","56","65","Malyarov, P.V., Kovalev, P.A., Bochkarev, A.V. and 1 more (...) (2018).Investigation of mechanisms behind mineral raw materials destruction in ball mills. Obogashchenie Rud,2018(3) 3-8","https://www.scopus.com/record/display.url?eid=2-s2.0-85051387401&origin=resultslist","10.17580/or.2018.03.01","Article","2-s2.0-85051387401","Platov South-Russian State Polytechnic University| Dnipro Polytechnic National Technical University| I.M. Gubkin Russian State University of Oil and Gas","60070958| 119056535| 60010055| 60028371","Platov South-Russian State Polytechnic University (NPI)| OOO Resurs| National University of Oil and Gas «Gubkin University»| Dnipro University of Technology","Russian Federation| Ukraine","2505| 2506","Materials Chemistry| Metals and Alloys","Flotation,Ores,Grinding (Machining)","744","Ball Mills,Comminution,Breakage","2860","62.517","93.779"
"Application of Modified Petri Nets as Control Models of the Technological Process of Glass Batch Preparation","Maslakov, M.P.| Dedegkaev, A.G.| Antipov, K.V.| Puzin, V.S.| Grushko, I.S.","5","56941870800| 56607381100| 56941871300| 56595731400| 35519681000","2015","Glass and Ceramics (English translation of Steklo i Keramika)","0.35","18","1","0","66","71","Maslakov, M.P., Dedegkaev, A.G., Antipov, K.V. and 2 more (...) (2015).Application of Modified Petri Nets as Control Models of the Technological Process of Glass Batch Preparation. Glass and Ceramics (English translation of Steklo i Keramika),72(7-8) 234-237","https://www.scopus.com/record/display.url?eid=2-s2.0-84956726690&origin=resultslist","10.1007/s10717-015-9763-x","Article","2-s2.0-84956726690","Platov South-Russian State Polytechnic University","60104414| 60070958| 115930073","North Caucasian Mining and Metallurgical Institute| Platov South-Russian State Polytechnic University (NPI)| Scientific-Research Institute of Nanotechnologies and New Materials","Russian Federation","2211| 2503| 2505","Mechanics of Materials| Ceramics and Composites| Materials Chemistry","Scheduling,Algorithms,Optimization","192","Reconfigurable Manufacturing System,Reconfigurability,Assembly Systems","15166","87.082","96.344"
"Multiphysical models of mechatronic systems for conducting measurements by natural model methodology","Bertram, T.| Lankin, A.M.| Gorbatenko, N.I.","3","56262850600| 57038765400| 8715495700","2017","Proceedings - 2017 2nd International Ural Conference on Measurements, UralCon 2017","1.25","13","1","0.5","61","47","Bertram, T., Lankin, A.M., Gorbatenko, N.I. (2017).Multiphysical models of mechatronic systems for conducting measurements by natural model methodology. Proceedings - 2017 2nd International Ural Conference on Measurements, UralCon 2017,2017-289-293","https://www.scopus.com/record/display.url?eid=2-s2.0-85048296267&origin=resultslist","10.1109/URALCON.2017.8120725","Conference Paper","2-s2.0-85048296267","Platov South-Russian State Polytechnic University| Dortmund University","60032991| 60070958","TU Dortmund University| Platov South-Russian State Polytechnic University (NPI)","Germany| Russian Federation","3105","Instrumentation","Tomography,Electric Impedance Tomography,Electric Impedance Measurement","1055","Computer Assisted Impedance Tomography,Harmonic Balance,Magnets","97403","39.491","46.042"
"Potential for use of foreign experience in evaluation of strategic sustainability of enterprises relating to transition of Russia’s economy to strategic path of development","Dovlatyan, G.P.| Makeeva, E.I.| Oboymova, N.T.| Cherkesova, E.Y.","4","56613462300| 56711854600| 56711990000| 56028913900","2015","Asian Social Science","1.69","39","1","0.52","66","46","Dovlatyan, G.P., Makeeva, E.I., Oboymova, N.T. and 1 more (...) (2015).Potential for use of foreign experience in evaluation of strategic sustainability of enterprises relating to transition of Russia’s economy to strategic path of development. Asian Social Science,11(20) 56-65","https://www.scopus.com/record/display.url?eid=2-s2.0-84935880672&origin=resultslist","10.5539/ass.v11n20p56","Article","2-s2.0-84935880672","Platov South-Russian State Polytechnic University| Don State Technical University","60070958| 60018011","Platov South-Russian State Polytechnic University (NPI)| Don State Technical University","Russian Federation","1200| 2000| 3300","General Arts and Humanities| General Economics,Econometrics and Finance| General Social Sciences","Periodicals As Topic,Open Access,Library","1015","Russian Economy,Investment Activity,Import Substitution","76636","40.027","33.263"
"The evolution of methane safety study methods in the development of coalseams","Kolesnichenko, I.E.| Artemiev, V.B.| Kolesnichenko, E.A.","3","36860599600| 57193988837| 8914709300","2019","Ugol","0.66","12","1","0.24","43","55","Kolesnichenko, I.E., Artemiev, V.B., Kolesnichenko, E.A. (2019).The evolution of methane safety study methods in the development of coalseams. Ugol,(7) 36-41","https://www.scopus.com/record/display.url?eid=2-s2.0-85072037429&origin=resultslist","10.18796/0041-5790-2019-7-36-41","Article","2-s2.0-85072037429","Platov South-Russian State Polytechnic University","60070958| 121471677","Platov South-Russian State Polytechnic University (NPI)| SUEK” JSC","Russian Federation","1906| 1909| 2102| 2103| 2210","Geochemistry and Petrology| Geotechnical Engineering and Engineering Geology| Energy Engineering and Power Technology| Fuel Technology| Mechanical Engineering","Coal Deposits,Methane,Coal Mines","1100","Coalbed Methane,Coal Rank,Outburst","710","63.253","99.641"
"Supported Bifunctional Cobalt Catalysts for CO and H2 Conversion to Fuel Fractions of Hydrocarbons","Savost’yanov, A.P.| Yakovenko, R.E.| Saliev, A.N.| Narochnyi, G.B.| Mitchenko, S.A.| Zubkov, I.N.| Soromotin, V.N.| Kirsanov, V.A.","8","6506101858| 49061667800| 57189366412| 9133466700| 7004432184| 57200515605| 57194287122| 7005297097","2018","Petroleum Chemistry","4.16","91","1","0.12","56","68","Savost’yanov, A.P., Yakovenko, R.E., Saliev, A.N. and 5 more (...) (2018).Supported Bifunctional Cobalt Catalysts for CO and H2 Conversion to Fuel Fractions of Hydrocarbons. Petroleum Chemistry,58(5) 434-443","https://www.scopus.com/record/display.url?eid=2-s2.0-85047389931&origin=resultslist","10.1134/S0965544118030143","Article","2-s2.0-85047389931","Platov South-Russian State Polytechnic University| NASU - Lytvynenko Institute of Physical Organic Chemistry and Coal Chemistry","60070958| 60084609","Platov South-Russian State Polytechnic University (NPI)| L.M. Litvinenko Institute of Physical Organic and Coal Chemistry, National Academy of Sciences of Uk","Russian Federation| Ukraine","1500| 1600| 1906| 2102| 2103","General Chemical Engineering| General Chemistry| Geochemistry and Petrology| Energy Engineering and Power Technology| Fuel Technology","Catalysts,Zeolites,Hydrogenation","7","Fischer-Tropsch Reaction,Light Olefins,Synthesis Gas","101","99.531","99.631"
"New Electrochemical Approach for the Synthesis of Pd-PdO/C Electrocatalyst and Application to Formic Acid Electrooxidation","Kuriganova, A.B.| Faddeev, N.A.| Leontyev, I.N.| Allix, M.| Rakhmatullin, A.| Smirnova, N.V.","6","55217714700| 57208127724| 17434424100| 12647239000| 8598654500| 16415361500","2019","ChemistrySelect","2.5","50","1","0.16","43","59","Kuriganova, A.B., Faddeev, N.A., Leontyev, I.N. and 3 more (...) (2019).New Electrochemical Approach for the Synthesis of Pd-PdO/C Electrocatalyst and Application to Formic Acid Electrooxidation. ChemistrySelect,4(29) 8390-8393","https://www.scopus.com/record/display.url?eid=2-s2.0-85070214742&origin=resultslist","10.1002/slct.201901628","Article","2-s2.0-85070214742","Platov South-Russian State Polytechnic University| CNRS| Université d'Orléans| Southern Federal University","60070958| 60025383| 60008134| 60029689","Platov South-Russian State Polytechnic University (NPI)| Southern Federal University| CNRS Centre National de la Recherche Scientifique| Universite d'Orleans","France| Russian Federation","1600","General Chemistry","Proton Exchange Membrane Fuel Cells (PEMFC),Electrocatalysts,Electrolytic Reduction","229","Formic Acid Fuel Cell (FAFC),Electrooxidation,Electrocatalysts","10252","95.716","96.398"
"Convex polyhedra with deltoidal vertices","Subbotin, V.I.","1","8912339300","2018","Chebyshevskii Sbornik","0.46","4","1","0.42","56","51","Subbotin, V.I. (2018).Convex polyhedra with deltoidal vertices. Chebyshevskii Sbornik,19(2) 489-498","https://www.scopus.com/record/display.url?eid=2-s2.0-85086667776&origin=resultslist","10.22405/2226-8383-2018-19-2-489-498","Article","2-s2.0-85086667776","Platov South-Russian State Polytechnic University","60070958","Platov South-Russian State Polytechnic University (NPI)","Russian Federation","2600","General Mathematics","Finite Group,Subgroup,Group","855","Regular Map,Polytopes,Morphism","19392","9.705","69.311"
"Evaluation of the dynamic characteristics of electromagnetic actuators by using virtual devices from National Instruments","Pavlenko, A.| Batishchev, D.| Puzin, V.| Klimenko, Y.","4","55504834300| 56045901500| 57207789334| 56825545000","2015","2015 International Siberian Conference on Control and Communications, SIBCON 2015 - Proceedings","3.4","32","1","0.36","66","53","Pavlenko, A., Batishchev, D., Puzin, V. and 1 more (...) (2015).Evaluation of the dynamic characteristics of electromagnetic actuators by using virtual devices from National Instruments. 2015 International Siberian Conference on Control and Communications, SIBCON 2015 - Proceedings,","https://www.scopus.com/record/display.url?eid=2-s2.0-84941098096&origin=resultslist","10.1109/SIBCON.2015.7147325","Conference Paper","2-s2.0-84941098096","Platov South-Russian State Polytechnic University","60070958","Platov South-Russian State Polytechnic University (NPI)","Russian Federation","1705| 2207","Computer Networks and Communications| Control and Systems Engineering","Permanent Magnets,Induction Motors,Synchronous Motors","118","Electric Drives,Induction Motors,Reluctance","45863","86.948","89.284"
"On the Relationship Between Physical Properties of Elementary Substances and Their Characteristic Temperature","Khentov, V.Y.| Gasanov, V.M.","2","6508025364| 6602982234","2015","Journal of Engineering Physics and Thermophysics","0.22","8","1","0.21","66","62","Khentov, V.Y., Gasanov, V.M. (2015).On the Relationship Between Physical Properties of Elementary Substances and Their Characteristic Temperature. Journal of Engineering Physics and Thermophysics,88(3) 756-759","https://www.scopus.com/record/display.url?eid=2-s2.0-84956934853&origin=resultslist","10.1007/s10891-015-1247-x","Article","2-s2.0-84956934853","Platov South-Russian State Polytechnic University","60070958| 108062380","Platov South-Russian State Polytechnic University (NPI)| Filial Branch of the Acad. M. D. Millionshchikov Groznyi State Oil Institute","Russian Federation","2200| 3104","General Engineering| Condensed Matter Physics","High Pressure,Electronic Properties,Thermal Expansion","581","Purity,Inorganic Matter,Octets","34424","65.127","20.718"
"Cenological measurement of productive efficiency","Kuzminov, A.N.| Dzhukha, V.M.| Ternovsky, O.A.| Mikhnenko, T.N.","4","57207888618| 57193858217| 57207889162| 57207889472","2018","European Research Studies Journal","0.62","16","1","0.34","56","55","Kuzminov, A.N., Dzhukha, V.M., Ternovsky, O.A. and 1 more (...) (2018).Cenological measurement of productive efficiency. European Research Studies Journal,2127-36","https://www.scopus.com/record/display.url?eid=2-s2.0-85063183764&origin=resultslist","-","Article","2-s2.0-85063183764","Platov South-Russian State Polytechnic University| Rostov State University of Economics","60103714| 60103714| 60070958| 60103714","Rostov State Economic University| Rostov State Economic University| Platov South-Russian State Polytechnic University (NPI)| Rostov State Economic University","Russian Federation","1400| 2000","General Business,Management and Accounting| General Economics,Econometrics and Finance","Data Envelopment Analysis,Banks,Efficiency","384","Decision Making Units,Data Envelopment Analysis,DEA Model","373","83.534","99.142"
"Synthesis and investigation of white glass-ceramic enamel coatings for steel products","Ryabova, A.V.| Yatsenko, E.A.| Klimova, L.V.| Filatova, E.V.| Velichko, A.Y.","5","57090314200| 7003335636| 57144075800| 9269850200| 57193327300","2017","Glass Physics and Chemistry","1.36","35","1","0.09","61","71","Ryabova, A.V., Yatsenko, E.A., Klimova, L.V. and 2 more (...) (2017).Synthesis and investigation of white glass-ceramic enamel coatings for steel products. Glass Physics and Chemistry,43(1) 34-42","https://www.scopus.com/record/display.url?eid=2-s2.0-85013001596&origin=resultslist","10.1134/S1087659617010138","Article","2-s2.0-85013001596","Platov South-Russian State Polytechnic University","60070958","Platov South-Russian State Polytechnic University (NPI)","Russian Federation","2503| 2505| 3104","Ceramics and Composites| Materials Chemistry| Condensed Matter Physics","Brick,Clay,Tile","1347","Glazes,Opacifiers,Sodium Oxide","35399","21.218","71.853"
"Geoecological Problems of Zones of Ore Mining Technogenesis in the North Caucasus","Uraskulov, M.R.| Bogush, I.A.| Cherkashin, V.I.| Gazaliev, I.M.| Yusupov, A.R.","5","57201131624| 6602742153| 7003270297| 55617123700| 6603612664","2018","Arid Ecosystems","0.44","10","1","0.15","56","65","Uraskulov, M.R., Bogush, I.A., Cherkashin, V.I. and 2 more (...) (2018).Geoecological Problems of Zones of Ore Mining Technogenesis in the North Caucasus. Arid Ecosystems,8(1) 47-52","https://www.scopus.com/record/display.url?eid=2-s2.0-85043529059&origin=resultslist","10.1134/S2079096118010110","Article","2-s2.0-85043529059","Platov South-Russian State Polytechnic University| Russian Academy of Sciences","60070958| 60021331| 60110213","Platov South-Russian State Polytechnic University (NPI)| Russian Academy of Sciences| Institute of Geology DSC RAS","Russian Federation","1105| 1111| 2303| 2306","Ecology, Evolution, Behavior and Systematics| Soil Science| Ecology| Global and Planetary Change","Tailings,Mines,Mining","1082","Disturbed Land,Iron Ores,Coal Production","70748","33.534","82.865"
"Hybrid electromagnetic suspension for high-speed vacuum transport","Grebennikov, N.V.| Kireev, A.| Kozhemyaka, N.| Kononov, G.","4","56584746500| 56583946900| 56584385200| 6602415392","2019","International Journal of Power Electronics and Drive Systems","1.82","29","1","0.23","43","56","Grebennikov, N.V., Kireev, A., Kozhemyaka, N. and 1 more (...) (2019).Hybrid electromagnetic suspension for high-speed vacuum transport. International Journal of Power Electronics and Drive Systems,10(1) 74-82","https://www.scopus.com/record/display.url?eid=2-s2.0-85059616069&origin=resultslist","10.11591/ijpeds.v10n1.pp74-82","Article","2-s2.0-85059616069","Platov South-Russian State Polytechnic University| Rostov State Transport University","116280552| 60103713| 60070958","Closed Joint-Stock Company| Rostov State Transport University| Platov South-Russian State Polytechnic University (NPI)","Russian Federation","2102| 2208","Energy Engineering and Power Technology| Electrical and Electronic Engineering","Permanent Magnets,Induction Motors,Synchronous Motors","118","Switched Reluctance Motor,Linear Motors,Magnetic Circuits","36553","86.948","71.902"
"Switched reluctance drive of draglines ESH 20.90 main machinery","Ptakh, G.K.| Yakovenko, A.E.| Zvezdunov, D.A.","3","6506419652| 56516475600| 56441755400","2018","Proceedings - 2018 International Conference on Industrial Engineering, Applications and Manufacturing, ICIEAM 2018","0.17","2","1","0.56","56","44","Ptakh, G.K., Yakovenko, A.E., Zvezdunov, D.A. (2018).Switched reluctance drive of draglines ESH 20.90 main machinery. Proceedings - 2018 International Conference on Industrial Engineering, Applications and Manufacturing, ICIEAM 2018,","https://www.scopus.com/record/display.url?eid=2-s2.0-85067825155&origin=resultslist","10.1109/ICIEAM.2018.8728869","Conference Paper","2-s2.0-85067825155","Platov South-Russian State Polytechnic University","60070958","Platov South-Russian State Polytechnic University (NPI)","Russian Federation","2207| 2209| 2213| 2606","Control and Systems Engineering| Industrial and Manufacturing Engineering| Safety, Risk, Reliability and Quality| Control and Optimization","Permanent Magnets,Induction Motors,Synchronous Motors","118","Switched Reluctance Motor,Permanent Magnet Synchronous Motor,Acoustic Noise","13886","86.948","89.618"
"Train operation control on-based of logical-linguistic model","Yurenko, K.I.| Kharchenko, P.A.| Fandeev, E.I.| Yurenko, I.K.","4","57170745300| 57204765844| 57204758868| 57208467594","2019","EAI Endorsed Transactions on Energy Web","0.59","16","1","0.18","43","59","Yurenko, K.I., Kharchenko, P.A., Fandeev, E.I. and 1 more (...) (2019).Train operation control on-based of logical-linguistic model. EAI Endorsed Transactions on Energy Web,19(22) ","https://www.scopus.com/record/display.url?eid=2-s2.0-85064853715&origin=resultslist","10.4108/eai.13-7-2018.156388","Article","2-s2.0-85064853715","Platov South-Russian State Polytechnic University| Rostov State Transport University","60103713| 122469996| 60070958","Rostov State Transport University| Join Stock Company 'Russian Railways' the Operational Locomotive Depot Likhaya| Platov South-Russian State Polytechnic University (NPI)","Russian Federation","1406| 2102| 2105","Marketing| Energy Engineering and Power Technology| Renewable Energy, Sustainability and the Environment","Mercury,Mercury (Element),Methylmercury","835","Computational Experiments,Railway,Mercury","67606","68.273","26.702"
"Relay protection designing as a solution to the problem of recognizing the regimes of the electrical grid","Nagay, I.| Nagay, V.| Kireev, P.| Sarry, S.","4","56229664800| 56229983300| 56921839900| 6506692253","2017","Proceedings of the 9th International Scientific Symposium on Electrical Power Engineering, ELEKTROENERGETIKA 2017","1.32","13","1","0.39","61","53","Nagay, I., Nagay, V., Kireev, P. and 1 more (...) (2017).Relay protection designing as a solution to the problem of recognizing the regimes of the electrical grid. Proceedings of the 9th International Scientific Symposium on Electrical Power Engineering, ELEKTROENERGETIKA 2017,409-413","https://www.scopus.com/record/display.url?eid=2-s2.0-85029703739&origin=resultslist","-","Conference Paper","2-s2.0-85029703739","Platov South-Russian State Polytechnic University","60070958","Platov South-Russian State Polytechnic University (NPI)","Russian Federation","2102| 2208","Energy Engineering and Power Technology| Electrical and Electronic Engineering","Electric Fault Location,Electric Lines,Electric Power Distribution","407","Power Lines,Shunts,Arc of A Curve","19576","65.06","82.479"
"Research of the Cuts Effect on Electromagnetic Characteristics in a Conductive Cylindrical Shell as a Structural Element of an Electrical Machine","Danilina, E.| Setrakova, A.","2","57202417228| 57206480331","2018","2018 International Multi-Conference on Industrial Engineering and Modern Technologies, FarEastCon 2018","0.87","8","1","1.14","56","26","Danilina, E., Setrakova, A. (2018).Research of the Cuts Effect on Electromagnetic Characteristics in a Conductive Cylindrical Shell as a Structural Element of an Electrical Machine. 2018 International Multi-Conference on Industrial Engineering and Modern Technologies, FarEastCon 2018,","https://www.scopus.com/record/display.url?eid=2-s2.0-85061693198&origin=resultslist","10.1109/FarEastCon.2018.8602788","Conference Paper","2-s2.0-85061693198","Platov South-Russian State Polytechnic University| Russian Academy of Sciences","60070958| 60085215| 60021331","Platov South-Russian State Polytechnic University (NPI)| Southern Scientific Centre, Russian Academy of Sciences| Russian Academy of Sciences","Russian Federation","1507| 1508| 2203| 2209| 2210| 2606| 2611","Fluid Flow and Transfer Processes| Process Chemistry and Technology| Automotive Engineering| Industrial and Manufacturing Engineering| Mechanical Engineering| Control and Optimization| Modeling and Simulation","Permanent Magnets,Induction Motors,Synchronous Motors","118","Eddy Current Problem,Edge Elements,Generalized Schur Complement","10949","86.948","81.302"
"Structural optimization of stationary plates of industrial and technological equipment","Evtushenko, S.I.| Petrov, I.A.| Alekseev, S.A.| Alekseeva, A.S.","4","57190962075| 57193737458| 57190966652| 57193738963","2017","2017 International Conference on Industrial Engineering, Applications and Manufacturing, ICIEAM 2017 - Proceedings","2.29","30","1","0.42","61","51","Evtushenko, S.I., Petrov, I.A., Alekseev, S.A. and 1 more (...) (2017).Structural optimization of stationary plates of industrial and technological equipment. 2017 International Conference on Industrial Engineering, Applications and Manufacturing, ICIEAM 2017 - Proceedings,","https://www.scopus.com/record/display.url?eid=2-s2.0-85039966656&origin=resultslist","10.1109/ICIEAM.2017.8076433","Conference Paper","2-s2.0-85039966656","Platov South-Russian State Polytechnic University","60070958","Platov South-Russian State Polytechnic University (NPI)","Russian Federation","2207| 2209| 2606","Control and Systems Engineering| Industrial and Manufacturing Engineering| Control and Optimization","Wood,Timber,Wood Products","302","Dowels,Furniture,Joints (Wood)","22934","73.628","75.852"
"Phosphogypsum recycling into inorganic dyes","Shabelskaya, N.| Medvedev, R.| Gaidukova, Y.| Astachova, M.","4","56011930200| 57211781238| 57212565194| 57212564096","2019","E3S Web of Conferences","3.29","42","1","1.66","43","18","Shabelskaya, N., Medvedev, R., Gaidukova, Y. and 1 more (...) (2019).Phosphogypsum recycling into inorganic dyes. E3S Web of Conferences,140","https://www.scopus.com/record/display.url?eid=2-s2.0-85077087839&origin=resultslist","10.1051/e3sconf/201914001002","Conference Paper","2-s2.0-85077087839","Platov South-Russian State Polytechnic University","60070958","Platov South-Russian State Polytechnic University (NPI)","Russian Federation","1900| 2100| 2300","General Earth and Planetary Sciences| General Energy| General Environmental Science","Concretes,Compressive Strength,Cements","68","Phosphogypsum,Ettringite,Calcium Sulfate","19062","98.059","91.643"
