
"Title","Authors","Number of Authors","Scopus Author Ids","Year","Scopus Source title","Field-Weighted View Impact","Views","Citations","Field-Weighted Citation Impact","Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile","Reference","Abstract","DOI","Publication type","EID","Institutions","Scopus Affiliation IDs","Scopus Affiliation names","Country/Region","All Science Journal Classification (ASJC) code","All Science Journal Classification (ASJC) field name","Topic Cluster name","Topic Cluster number","Topic name","Topic number","Topic Cluster Prominence Percentile","Topic Prominence Percentile"
"Isolation and Structural Characterization of Cellulose from Arctic Brown Algae","Bogolitsyn, K.G.| Ovchinnikov, D.V.| Kaplitsin, P.A.| Druzhinina, A.S.| Parshina, A.E.| Shul'gina, E.V.| Semushina, M.P.| Aleshina, L.A.","8","6602102321| 57192818979| 56039675800| 57194378216| 57194384108| 6602494688| 57194398623| 7003757358","2017","Chemistry of Natural Compounds","2.23","46","8","1.01","26","29","Bogolitsyn, K.G., Ovchinnikov, D.V., Kaplitsin, P.A. and 5 more (...) (2017).Isolation and Structural Characterization of Cellulose from Arctic Brown Algae. Chemistry of Natural Compounds,53(3) 533-537","https://www.scopus.com/record/display.url?eid=2-s2.0-85019858186&origin=resultslist","10.1007/s10600-017-2039-7","Article","2-s2.0-85019858186","Northern Arctic Federal University| Russian Academy of Sciences| Petrozavodsk State University","60104901| 60021331| 60108876| 60031202","Northern (Arctic) Federal University| Russian Academy of Sciences| Institute of Ecological Problems of the North| PetrSU","Russian Federation","1110","Plant Science","Macroalgae,Rhodophycota,Seaweed","454","Fucoidan,Fucosylated Chondroitin Sulfate,Brown Alga","5381","74.699","98.967"
"Effective masses for Laplacians on periodic graphs","Korotyaev, E.| Saburova, N.","2","7004622841| 56194740100","2016","Journal of Mathematical Analysis and Applications","2.93","29","8","1.03","31","29","Korotyaev, E., Saburova, N. (2016).Effective masses for Laplacians on periodic graphs. Journal of Mathematical Analysis and Applications,436(1) 104-130","https://www.scopus.com/record/display.url?eid=2-s2.0-84953294593&origin=resultslist","10.1016/j.jmaa.2015.11.051","Article","2-s2.0-84953294593","Northern Arctic Federal University| St. Petersburg State University","60031888| 60104901","Saint Petersburg State University| Northern (Arctic) Federal University","Russian Federation","2603| 2604","Analysis| Applied Mathematics","Stochastic Differential Equations,Fractional Brownian Motion,Random Walk","467","Hyperbolicity,Infinite Graphs,Dirichlet Form","28184","46.319","68.486"
"The methodological aspect of human capital formation in the digital economy","Kuznetsova, I.G.| Surikov, Y.N.| Votchel, L.M.| Aleynikova, M.Y.| Voronkova, O.Y.| Shichiyakh, R.A.","6","57193508700| 57208010065| 57189029294| 57203281004| 57204629646| 57094051900","2019","International Journal of Mechanical Engineering and Technology","5.61","125","8","1.76","10","17","Kuznetsova, I.G., Surikov, Y.N., Votchel, L.M. and 3 more (...) (2019).The methodological aspect of human capital formation in the digital economy. International Journal of Mechanical Engineering and Technology,10(2) 1020-1030","https://www.scopus.com/record/display.url?eid=2-s2.0-85063559803&origin=resultslist","-","Article","2-s2.0-85063559803","Northern Arctic Federal University| Altai State University| Novosibirskij Gosudarstvennyj Agrarnyj Universitet| Financial Academy of the Russian Federation Government| Kuban State Agrarian University| Nosov Magnitogorsk State Technical University","60005528| 60104901| 60104545| 60032982| 60020346| 60005163","Novosibirsk State Agricultural University| Northern (Arctic) Federal University| Nosov Magnitogorsk State Technical University| Financial University under the Government of the Russian Federation| Altai State University, Barnaul| Kuban State Agrarian University","Russian Federation","2209| 2210| 2211","Industrial and Manufacturing Engineering| Mechanical Engineering| Mechanics of Materials","Students,Russian,Education","1114","Agroindustrial Complex,Eurasian Economic Union,EAEU","27875","77.644","99.247"
"Quantification of Transformation Products of Unsymmetrical Dimethylhydrazine in Water Using SPME and GC-MS","Bakaikina, N.V.| Kenessov, B.| Ul’yanovskii, N.V.| Kosyakov, D.S.| Pokryshkin, S.A.| Derbissalin, M.| Zhubatov, Z.K.","7","56688538900| 23479696100| 57217213681| 6508111520| 36462948400| 57193063168| 57163977800","2017","Chromatographia","4.5","104","8","0.82","26","35","Bakaikina, N.V., Kenessov, B., Ul’yanovskii, N.V. and 4 more (...) (2017).Quantification of Transformation Products of Unsymmetrical Dimethylhydrazine in Water Using SPME and GC-MS. Chromatographia,80(6) 931-940","https://www.scopus.com/record/display.url?eid=2-s2.0-85014593956&origin=resultslist","10.1007/s10337-017-3286-2","Article","2-s2.0-85014593956","Northern Arctic Federal University| Al Farabi Kazakh National University","60071847| 60088771| 60104901| 118202322","Al Farabi Kazakh National University| Al Farabi Kazakh National University, Center of Physical-Chemical Methods of Research and Analysis| Northern (Arctic) Federal University| Aerospace Committee of the Ministry of Investments and Development of the Republic of Kazakhstan","Kazakhstan| Russian Federation","1303| 1308| 1602| 1605","Biochemistry| Clinical Biochemistry| Analytical Chemistry| Organic Chemistry","Biosensors,Electrodes,Voltammetry","128","Dimazine,Hydrazines,Electrooxidation","13008","98.594","97.719"
"Sami in the history of the Norwegian-Russian borderland: Factor of tension or regional integration?","Goldin, V.I.| Zaikov, K.S.| Tamitskiy, A.M.","3","56682758100| 56902681900| 56902524100","2015","Bylye Gody","6.6","46","8","4.78","34","3","Goldin, V.I., Zaikov, K.S., Tamitskiy, A.M. (2015).Sami in the history of the Norwegian-Russian borderland: Factor of tension or regional integration?. Bylye Gody,37(3) 519-535","https://www.scopus.com/record/display.url?eid=2-s2.0-84944209224&origin=resultslist","-","Review","2-s2.0-84944209224","Northern Arctic Federal University","60104901","Northern (Arctic) Federal University","Russian Federation","1202| 3320","History| Political Science and International Relations","Arctic,Seas,Piracy","938","Franklin Expedition,Admiralty,Lead Poisoning","42349","29.853","59.232"
"Ozone pretreatment and fermentative hydrolysis of wheat straw","Ben’ko, E.M.| Chukhchin, D.G.| Lunin, V.V.","3","16240923700| 25031057600| 7103151927","2017","Russian Journal of Physical Chemistry A","1.35","31","8","0.77","26","36","Ben’ko, E.M., Chukhchin, D.G., Lunin, V.V. (2017).Ozone pretreatment and fermentative hydrolysis of wheat straw. Russian Journal of Physical Chemistry A,91(11) 2092-2097","https://www.scopus.com/record/display.url?eid=2-s2.0-85030158261&origin=resultslist","10.1134/S0036024417110036","Article","2-s2.0-85030158261","Northern Arctic Federal University| Lomonosov Moscow State University","60007457| 60104901","Lomonosov Moscow State University| Northern (Arctic) Federal University","Russian Federation","1606","Physical and Theoretical Chemistry","Cellulose,Lignin,Cellulases","119","Ozonolysis,Delignification,Bleaching","29306","97.791","61.356"
"Study of Products of the Alkaline Decomposition of Hydrolysis Lignin by Atmospheric Pressure Photoionization High-Resolution Mass Spectrometry","Kosyakov, D.S.| Ipatova, E.V.| Krutov, S.M.| Ul’yanovskii, N.V.| Pikovskoi, I.I.","5","6508111520| 56707656100| 35603407300| 57217213681| 57193121259","2017","Journal of Analytical Chemistry","1.31","44","8","0.64","26","41","Kosyakov, D.S., Ipatova, E.V., Krutov, S.M. and 2 more (...) (2017).Study of Products of the Alkaline Decomposition of Hydrolysis Lignin by Atmospheric Pressure Photoionization High-Resolution Mass Spectrometry. Journal of Analytical Chemistry,72(14) 1396-1403","https://www.scopus.com/record/display.url?eid=2-s2.0-85042779346&origin=resultslist","10.1134/S1061934817140064","Article","2-s2.0-85042779346","Northern Arctic Federal University| Peter the Great St. Petersburg Polytechnic University","60104901| 60017103","Northern (Arctic) Federal University| Peter the Great St. Petersburg Polytechnic University","Russian Federation","1602","Analytical Chemistry","Cellulose,Lignin,Cellulases","119","Kraft Lignin,Resinols,Delignification","3653","97.791","98.384"
"Maritime activity in the high north - The range of unwanted incidents and risk patterns","Marchenko, N.A.| Borch, O.J.| Markov, S.V.| Andreassen, N.","4","56017459700| 6507282011| 56865696100| 56866186800","2015","Proceedings of the International Conference on Port and Ocean Engineering under Arctic Conditions, POAC","3.77","54","8","2.14","34","12","Marchenko, N.A., Borch, O.J., Markov, S.V. and 1 more (...) (2015).Maritime activity in the high north - The range of unwanted incidents and risk patterns. Proceedings of the International Conference on Port and Ocean Engineering under Arctic Conditions, POAC,2015-","https://www.scopus.com/record/display.url?eid=2-s2.0-84942156160&origin=resultslist","-","Conference Paper","2-s2.0-84942156160","University Centre in Svalbard| Northern Arctic Federal University| Nord University| Norwegian University of Science and Technology","60080454| 60013141| 60021876| 60104901","The University Centre in Svalbard| Norges teknisk-naturvitenskapelige universitet| Nord universitet| Northern (Arctic) Federal University","Norway| Russian Federation","2212| 2213","Ocean Engineering| Safety, Risk, Reliability and Quality","Accident Prevention,Hazards,Accidents","692","Hazard Analysis,Management of Change,Safety Management","26958","48.394","79.634"
"Relationship of the structure and ion-exchange properties of polyelectrolyte complexes based on biopolymers","Palamarchuk, I.A.| Brovko, O.S.| Bogolitsyn, K.G.| Boitsova, T.A.| Ladesov, A.V.| Ivakhnov, A.D.","6","56147229300| 55765372700| 6602102321| 56604043500| 56604191000| 56080692800","2015","Russian Journal of Applied Chemistry","0.42","18","8","0.28","34","58","Palamarchuk, I.A., Brovko, O.S., Bogolitsyn, K.G. and 3 more (...) (2015).Relationship of the structure and ion-exchange properties of polyelectrolyte complexes based on biopolymers. Russian Journal of Applied Chemistry,88(1) 103-109","https://www.scopus.com/record/display.url?eid=2-s2.0-84928346879&origin=resultslist","10.1134/S1070427215010152","Article","2-s2.0-84928346879","Northern Arctic Federal University| Russian Academy of Sciences","60021331| 60104901","Russian Academy of Sciences| Northern (Arctic) Federal University","Russian Federation","1500| 1600","General Chemical Engineering| General Chemistry","Polyelectrolytes,Neurophysiology,Multilayer Films","1326","Polyelectrolytes,Polyanions,Styrenesulfonic Acid Polymer","23347","73.36","71.513"
"Computation of the Heat Flux in a Cylindrical Duct Within the Framework of the Kinetic Approach","Germider, O.V.| Popov, V.N.| Yushkanov, A.A.","3","57190761075| 57208521803| 7005321199","2016","Journal of Engineering Physics and Thermophysics","1.06","25","8","1.17","31","25","Germider, O.V., Popov, V.N., Yushkanov, A.A. (2016).Computation of the Heat Flux in a Cylindrical Duct Within the Framework of the Kinetic Approach. Journal of Engineering Physics and Thermophysics,89(5) 1338-1343","https://www.scopus.com/record/display.url?eid=2-s2.0-84992036771&origin=resultslist","10.1007/s10891-016-1497-2","Article","2-s2.0-84992036771","Northern Arctic Federal University","60104901","Northern (Arctic) Federal University","Russian Federation","2200| 3104","General Engineering| Condensed Matter Physics","Boltzmann Equation,Kinetic Theory,Lattices","808","Rarefied Gas Flow,Kinetic Theory of Gases,Continuum Flow","5840","57.831","86.99"
"Ionic liquid matrices for MALDI mass spectrometry of lignin","Kosyakov, D.S.| Anikeenko, E.A.| Ul’yanovskii, N.V.| Khoroshev, O.Y.| Shavrina, I.S.| Gorbova, N.S.","6","6508111520| 57191055159| 57217213681| 57203910638| 57201687249| 6507459425","2018","Analytical and Bioanalytical Chemistry","2.55","62","8","0.87","19","33","Kosyakov, D.S., Anikeenko, E.A., Ul’yanovskii, N.V. and 3 more (...) (2018).Ionic liquid matrices for MALDI mass spectrometry of lignin. Analytical and Bioanalytical Chemistry,410(28) 7429-7439","https://www.scopus.com/record/display.url?eid=2-s2.0-85053519267&origin=resultslist","10.1007/s00216-018-1353-7","Article","2-s2.0-85053519267","Northern Arctic Federal University| Russian Academy of Sciences","60104901| 60021331| 60109282","Northern (Arctic) Federal University| Russian Academy of Sciences| Federal Center for Integrated Arctic Research RAS","Russian Federation","1303| 1602","Biochemistry| Analytical Chemistry","Proteomics,Mass Spectrometry,Proteins","227","Desorption,Ionization,Negative Ions","5476","89.424","95.458"
"An integrative taxonomic approach confirms the valid status of Bombus glacialis, an endemic bumblebee species of the High Arctic","Potapov, G.S.| Kondakov, A.V.| Spitsyn, V.M.| Filippov, B.Y.| Kolosova, Y.S.| Zubrii, N.A.| Bolotov, I.N.","7","54385679400| 56043466700| 56506665600| 14044909600| 13608329600| 55567590400| 6701755786","2018","Polar Biology","2.46","47","7","1.42","22","21","Potapov, G.S., Kondakov, A.V., Spitsyn, V.M. and 4 more (...) (2018).An integrative taxonomic approach confirms the valid status of Bombus glacialis, an endemic bumblebee species of the High Arctic. Polar Biology,41(4) 629-642","https://www.scopus.com/record/display.url?eid=2-s2.0-85037665234&origin=resultslist","10.1007/s00300-017-2224-y","Article","2-s2.0-85037665234","Northern Arctic Federal University| Russian Academy of Sciences","60109282| 60104901","Federal Center for Integrated Arctic Research RAS| Northern (Arctic) Federal University","Russian Federation","1100","General Agricultural and Biological Sciences","Formicidae,Hymenoptera,Ant","260","Bombus,Hymenoptera,Apidae","22126","81.928","70.873"
"The tremor parameters of female with different physical training in the Russian North","Eskov, V.M.| Gudkov, A.B.| Bazhenova, A.E.| Kozupitsa, G.S.","4","6603639422| 34876731200| 57193890150| 57194073820","2017","Human Ecology (Russian Federation)","1.58","39","7","0.88","29","33","Eskov, V.M., Gudkov, A.B., Bazhenova, A.E. and 1 more (...) (2017).The tremor parameters of female with different physical training in the Russian North. Human Ecology (Russian Federation),(3) 38-42","https://www.scopus.com/record/display.url?eid=2-s2.0-85018604405&origin=resultslist","10.33396/1728-0869-2017-3-38-42","Article","2-s2.0-85018604405","Northern Arctic Federal University| Northern State Medical Academy| Surgut State University","60096195| 60025420| 60104901","Surgut State University| Northern State Medical University| Northern (Arctic) Federal University","Russian Federation","2303| 2307| 2739| 3306","Ecology| Health, Toxicology and Mutagenesis| Public Health, Environmental and Occupational Health| Health (social science)","Sudden Infant Death,Anoxia,Respiration","777","Physical Development,Russian North,Nenets","26696","35.141","82.004"
"High Intensity Generation of Entangled Photons in a Two-Mode Electromagnetic Field","Makarov, D.N.","1","56243322600","2017","Annalen der Physik","1.33","24","7","0.58","29","44","Makarov, D.N. (2017).High Intensity Generation of Entangled Photons in a Two-Mode Electromagnetic Field. Annalen der Physik,529(10) ","https://www.scopus.com/record/display.url?eid=2-s2.0-85026484141&origin=resultslist","10.1002/andp.201600408","Article","2-s2.0-85026484141","Northern Arctic Federal University| Russian Academy of Sciences","60109282| 60021331| 60104901","Federal Center for Integrated Arctic Research RAS| Russian Academy of Sciences| Northern (Arctic) Federal University","Russian Federation","3100","General Physics and Astronomy","Quantum Optics,Quantum Computers,Quantum Theory","57","Coherent States,Squeezed States (Quantum Theory),Quantum Teleportation","4620","95.917","91.998"
"Biological activity of a polyphenolic complex of Arctic brown algae","Bogolitsyn, K.| Dobrodeeva, L.| Druzhinina, A.| Ovchinnikov, D.| Parshina, A.| Shulgina, E.","6","6602102321| 6603579532| 57194378216| 57192818979| 57194384108| 57209415048","2019","Journal of Applied Phycology","2.45","39","7","2.43","11","11","Bogolitsyn, K., Dobrodeeva, L., Druzhinina, A. and 3 more (...) (2019).Biological activity of a polyphenolic complex of Arctic brown algae. Journal of Applied Phycology,31(5) 3341-3348","https://www.scopus.com/record/display.url?eid=2-s2.0-85067671343&origin=resultslist","10.1007/s10811-019-01840-7","Article","2-s2.0-85067671343","Northern Arctic Federal University| Russian Academy of Sciences","60104901| 60108876| 60021331| 60109287| 60021331","Northern (Arctic) Federal University| Institute of Ecological Problems of the North| Russian Academy of Sciences| Institute of Physiology of Natural Adaptations| Russian Academy of Sciences","Russian Federation","1104| 1110","Aquatic Science| Plant Science","Macroalgae,Rhodophycota,Seaweed","454","Ecklonia,Dieckol,Brown Alga","11715","74.699","97.882"
"Analytical wave function of an atomic electron under the action of a powerful ultrashort electromagnetic field pulse","Makarov, D.N.| Eseev, M.K.| Makarova, K.A.","3","56243322600| 7801537416| 56376755300","2019","Optics Letters","1.36","19","7","1.85","11","16","Makarov, D.N., Eseev, M.K., Makarova, K.A. (2019).Analytical wave function of an atomic electron under the action of a powerful ultrashort electromagnetic field pulse. Optics Letters,44(12) 3042-3045","https://www.scopus.com/record/display.url?eid=2-s2.0-85068105670&origin=resultslist","10.1364/OL.44.003042","Article","2-s2.0-85068105670","Northern Arctic Federal University","60104901","Northern (Arctic) Federal University","Russian Federation","3107","Atomic and Molecular Physics, and Optics","Inertial Confinement Fusion,Laser Produced Plasmas,Plasmas (Physics)","312","Electron-positron Pairs,Quantum Electrodynamics,QED","10227","65.596","94.362"
"International Arctic petroleum cooperation: Barents Sea scenarios","Bourmistrov, A.| Mellemvik, F.| Bambulyak, A.| Gudmestad, O.| Overland, I.| Zolotukhin, A.","6","55670951400| 24394334000| 6507602413| 7005951466| 8987236800| 7005085663","2015","International Arctic Petroleum Cooperation: Barents Sea Scenarios","3.24","82","7","0.59","37","43","Bourmistrov, A., Mellemvik, F., Bambulyak, A. and 3 more (...) (2015).International Arctic petroleum cooperation: Barents Sea scenarios. International Arctic Petroleum Cooperation: Barents Sea Scenarios,1-291","https://www.scopus.com/record/display.url?eid=2-s2.0-84943187581&origin=resultslist","10.4324/9781315768762","Book","2-s2.0-84943187581","Northern Arctic Federal University| University of Stavanger| Russian Academy of Sciences| Nord University| Norwegian University of Science and Technology| I.M. Gubkin Russian State University of Oil and Gas","60021876| 109713382| 60013141| 60014497| 60028086| 60010055| 60110215| 60104901","Nord universitet| High North Center for Business| Norges teknisk-naturvitenskapelige universitet| Universitetet i Stavanger| Norsk Utenrikspolitisk Institutt| National University of Oil and Gas «Gubkin University»| Institute of Oil and Gas Problems of the Russian Academy of Sciences| Northern (Arctic) Federal University","Norway| Russian Federation","1400| 2000| 3300","General Business,Management and Accounting| General Economics,Econometrics and Finance| General Social Sciences","Liquefied Natural Gas,Gases,Liquefaction","1460","Gas Liquefaction,Liquefied Natural Gas,Refrigerants","18213","21.821","95.685"
"Chitin and cellulose processing in lowerature electron beam plasma†","Vasilieva, T.| Chuhchin, D.| Lopatin, S.| Varlamov, V.| Sigarev, A.| Vasiliev, M.","6","56841734300| 25031057600| 57210563568| 16242902900| 6603776091| 55262836400","2017","Molecules","1.71","41","7","0.7","29","39","Vasilieva, T., Chuhchin, D., Lopatin, S. and 3 more (...) (2017).Chitin and cellulose processing in lowerature electron beam plasma†. Molecules,22(11) ","https://www.scopus.com/record/display.url?eid=2-s2.0-85033793812&origin=resultslist","10.3390/molecules22111908","Article","2-s2.0-85033793812","Northern Arctic Federal University| Russian Academy of Sciences| Moscow Institute of Physics and Technology","60000308| 60104901| 60109103","Moscow Institute of Physics and Technology| Northern (Arctic) Federal University| Institute of Bioengineering, Moscow","Russian Federation","1313| 1601| 1602| 1605| 1606| 3002| 3003","Molecular Medicine| Chemistry (miscellaneous)| Analytical Chemistry| Organic Chemistry| Physical and Theoretical Chemistry| Drug Discovery| Pharmaceutical Science","Chitosan,Chitin,Chitinase","1065","Electron Beams,Oligochitosan,Active Oxygen Species","77665","64.19","17.214"
"DNA analysis of a non-native lineage of Sinanodonta woodiana species complex (Bivalvia: Unionidae) from Middle Asia supports the Chinese origin of the European invaders","Kondakov, A.V.| Palatov, D.M.| Rajabov, Z.P.| Gofarov, M.Y.U.| Konopleva, E.S.| Tomilova, A.A.| Vikhrev, I.V.| Bolotov, I.N.","8","56043466700| 55145616200| 57203719699| 55631423000| 57144243200| 57196461088| 55631417200| 6701755786","2018","Zootaxa","0.79","18","7","0.82","22","35","Kondakov, A.V., Palatov, D.M., Rajabov, Z.P. and 5 more (...) (2018).DNA analysis of a non-native lineage of Sinanodonta woodiana species complex (Bivalvia: Unionidae) from Middle Asia supports the Chinese origin of the European invaders. Zootaxa,4462(4) 511-522","https://www.scopus.com/record/display.url?eid=2-s2.0-85052702658&origin=resultslist","10.11646/zootaxa.4462.4.4","Review","2-s2.0-85052702658","Northern Arctic Federal University| Russian Academy of Sciences| Academy of Sciences of the Republic of Uzbekistan","60021331| 60109282| 60104901| 60021331| 60097365| 60071636","Russian Academy of Sciences| Federal Center for Integrated Arctic Research RAS| Northern (Arctic) Federal University| Russian Academy of Sciences| A.N. Severtsov Institute of Ecology and Evolution Russian Academy of Sciences| Uzbekistan Academy of Sciences","Uzbekistan| Russian Federation","1103| 1105","Animal Science and Zoology| Ecology, Evolution, Behavior and Systematics","Mussels,Bivalvia,Oysters","244","Freshwater Mussels,Unionidae,Margaritifera Margaritifera","2163","72.289","95.139"
"Effects of oxidant and catalyst on the transformation products of rocket fuel 1,1-dimethylhydrazine in water and soil","Kosyakov, D.S.| Ul'yanovskii, N.V.| Pikovskoi, I.I.| Kenessov, B.| Bakaikina, N.V.| Zhubatov, Z.| Lebedev, A.T.","7","6508111520| 57217213681| 57193121259| 23479696100| 56688538900| 57163977800| 7402203429","2019","Chemosphere","4.93","119","7","1.18","11","26","Kosyakov, D.S., Ul'yanovskii, N.V., Pikovskoi, I.I. and 4 more (...) (2019).Effects of oxidant and catalyst on the transformation products of rocket fuel 1,1-dimethylhydrazine in water and soil. Chemosphere,228335-344","https://www.scopus.com/record/display.url?eid=2-s2.0-85064730208&origin=resultslist","10.1016/j.chemosphere.2019.04.141","Article","2-s2.0-85064730208","Northern Arctic Federal University| Lomonosov Moscow State University| Al Farabi Kazakh National University","60104901| 60071847| 60088771| 118202322| 60007457","Northern (Arctic) Federal University| Al Farabi Kazakh National University| Al Farabi Kazakh National University, Center of Physical-Chemical Methods of Research and Analysis| Aerospace Committee of the Ministry of Investments and Development of the Republic of Kazakhstan| Lomonosov Moscow State University","Kazakhstan| Russian Federation","1600| 2304| 2305| 2307| 2310","General Chemistry| Environmental Chemistry| Environmental Engineering| Health, Toxicology and Mutagenesis| Pollution","Biosensors,Electrodes,Voltammetry","128","Dimazine,Hydrazines,Electrooxidation","13008","98.594","97.719"
"Traps for storing charged particles and antiparticles in high-precision experiments","Eseev, M.K.| Meshkov, I.N.","2","7801537416| 7005871338","2016","Physics-Uspekhi","1.4","31","7","0.61","33","42","Eseev, M.K., Meshkov, I.N. (2016).Traps for storing charged particles and antiparticles in high-precision experiments. Physics-Uspekhi,59(3) 304-317","https://www.scopus.com/record/display.url?eid=2-s2.0-84976402612&origin=resultslist","10.3367/UFNe.0186.201603f.0321","Article","2-s2.0-84976402612","Northern Arctic Federal University| Joint Institute for Nuclear Research","60004764| 60104901","Joint Institute for Nuclear Research, Dubna| Northern (Arctic) Federal University","Russian Federation","3100","General Physics and Astronomy","Positrons,Positron Annihilation Spectroscopy,Positronium","1200","Positronium,Antiprotons,Antimatter","5807","8.233","87.105"
"Analysis of scientific and educational space of the Arctic zone of the Russian Federation and its contribution to social and economic development","Gorokhov, A.M.| Zaikov, K.S.| Kondratov, N.A.| Kuprikov, M.Y.| Kuprikov, N.M.| Tamickij, A.M.","6","57204591586| 56902681900| 57204589608| 57191381588| 57193436606| 57204588708","2018","European Journal of Contemporary Education","2.36","53","7","1.97","22","14","Gorokhov, A.M., Zaikov, K.S., Kondratov, N.A. and 3 more (...) (2018).Analysis of scientific and educational space of the Arctic zone of the Russian Federation and its contribution to social and economic development. European Journal of Contemporary Education,7(3) 485-497","https://www.scopus.com/record/display.url?eid=2-s2.0-85056284379&origin=resultslist","10.13187/ejced.2018.3.485","Article","2-s2.0-85056284379","Russian Presidential Academy of National Economy and Public Administration| Northern Arctic Federal University| Moscow State Aviation Institute","60107804| 60104901| 60069256| 60069256","The Russian Presidential Academy of National Economy and Public Administration| Northern (Arctic) Federal University| Moscow Aviation Institute (National Research University)| Moscow Aviation Institute (National Research University)","Russian Federation","3304","Education","Students,Russian,Education","1114","Textile Industry,Innovative Development,Hotel Services","50357","77.644","90.355"
"SchrÖdinger operators with guided potentials on periodic graphs","Korotyaev, E.| Saburova, N.","2","7004622841| 56194740100","2017","Proceedings of the American Mathematical Society","1.16","13","7","1.41","29","20","Korotyaev, E., Saburova, N. (2017).SchrÖdinger operators with guided potentials on periodic graphs. Proceedings of the American Mathematical Society,145(11) 4869-4883","https://www.scopus.com/record/display.url?eid=2-s2.0-85029582707&origin=resultslist","10.1090/proc/13733","Article","2-s2.0-85029582707","Northern Arctic Federal University| St. Petersburg State University","60031888| 60104901","Saint Petersburg State University| Northern (Arctic) Federal University","Russian Federation","2600| 2604","General Mathematics| Applied Mathematics","Stochastic Differential Equations,Fractional Brownian Motion,Random Walk","467","Hyperbolicity,Infinite Graphs,Dirichlet Form","28184","46.319","68.486"
"Optical-mechanical cooling of a charged resonator","Makarov, D.N.","1","56243322600","2019","Physical Review A","1.07","15","7","1.85","11","16","Makarov, D.N. (2019).Optical-mechanical cooling of a charged resonator. Physical Review A,99(3) ","https://www.scopus.com/record/display.url?eid=2-s2.0-85064052846&origin=resultslist","10.1103/PhysRevA.99.033850","Article","2-s2.0-85064052846","Northern Arctic Federal University","60104901","Northern (Arctic) Federal University","Russian Federation","3107","Atomic and Molecular Physics, and Optics","Quantum Optics,Quantum Computers,Quantum Theory","57","Optomechanics,Mechanical Oscillators,Resonators","615","95.917","99.574"
"Machine learning in reservoir permeability prediction and modelling of fluid flow in porous media","Zolotukhin, A.B.| Gayubov, A.T.","2","7005085663| 57202747606","2019","IOP Conference Series: Materials Science and Engineering","1.35","16","7","11.16","11","1","Zolotukhin, A.B., Gayubov, A.T. (2019).Machine learning in reservoir permeability prediction and modelling of fluid flow in porous media. IOP Conference Series: Materials Science and Engineering,700(1) ","https://www.scopus.com/record/display.url?eid=2-s2.0-85077117583&origin=resultslist","10.1088/1757-899X/700/1/012023","Conference Paper","2-s2.0-85077117583","Northern Arctic Federal University| University of Stavanger| I.M. Gubkin Russian State University of Oil and Gas","60010055| 60104901| 60014497","National University of Oil and Gas «Gubkin University»| Northern (Arctic) Federal University| Universitetet i Stavanger","Norway| Russian Federation","2200| 2500","General Engineering| General Materials Science","Well Logging,Reservoirs (Water),Petroleum Reservoirs","1411","Reservoir Characterization,Petroleum Reservoir Evaluation,Rock Property","19072","15.73","87.505"
"Features of supply of telecommunications in the arctic","Lagunov, A.| Surovtsev, A.| Terekhin, V.| Belugin, A.| Korobitsyn, D.| Glavatskih, V.| Danilochkin, P.","7","16550229400| 57188677318| 57197304559| 57188683685| 57188688537| 57188684791| 55891266400","2015","2014 22nd Telecommunications Forum, TELFOR 2014 - Proceedings of Papers","3.34","41","7","0.87","37","33","Lagunov, A., Surovtsev, A., Terekhin, V. and 4 more (...) (2015).Features of supply of telecommunications in the arctic. 2014 22nd Telecommunications Forum, TELFOR 2014 - Proceedings of Papers,814-817","https://www.scopus.com/record/display.url?eid=2-s2.0-84962206695&origin=resultslist","10.1109/TELFOR.2014.7034531","Conference Paper","2-s2.0-84962206695","Northern Arctic Federal University| Federal State Unitary Enterprise","60104901| 60084992","Northern (Arctic) Federal University| Federal State Unitary Enterprise","Russian Federation","1705","Computer Networks and Communications","Hydrogen Storage,Hydrides,Dehydrogenation","607","Phase Composition,Solid Solutions,Ultrafine","66755","71.553","42.904"
"Technical Change and the Un/Troubling of Gendered Ageing in Healthcare Work","Halford, S.| Lotherington, A.T.| Obstfelder, A.| Kukarenko, N.","4","57204960429| 36006730000| 6507150338| 56447028900","2015","Gender, Work and Organization","2.25","55","7","0.86","37","33","Halford, S., Lotherington, A.T., Obstfelder, A. and 1 more (...) (2015).Technical Change and the Un/Troubling of Gendered Ageing in Healthcare Work. Gender, Work and Organization,22(5) 495-509","https://www.scopus.com/record/display.url?eid=2-s2.0-84939572168&origin=resultslist","10.1111/gwao.12087","Article","2-s2.0-84939572168","Northern Arctic Federal University| UiT The Arctic University of Norway| University of Southampton| Nord University","60025225| 60104901| 60021876| 60021255","University of Southampton| Northern (Arctic) Federal University| Nord universitet| UiT The Arctic University of Norway","United Kingdom| Norway| Russian Federation","1407| 3318","Organizational Behavior and Human Resource Management| Gender Studies","Intelligence,Child,Psychology","760","L S Vygotsky,Instrumentality,Web-Based Learning","67602","37.952","32.98"
