

"Title","Authors","Number of Authors","Scopus Author Ids","Year","Scopus Source title","Field-Weighted View Impact","Views","Citations","Field-Weighted Citation Impact","Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile","Reference","Abstract","DOI","Publication type","EID","Institutions","Scopus Affiliation IDs","Scopus Affiliation names","Country/Region","All Science Journal Classification (ASJC) code","All Science Journal Classification (ASJC) field name","Topic Cluster name","Topic Cluster number","Topic name","Topic number","Topic Cluster Prominence Percentile","Topic Prominence Percentile"
"Microservice-based IoT for smart buildings","Salikhov, D.| Khanda, K.| Gusmanov, K.| Mazzara, M.| Mavridis, N.","5","57192948581| 57192954287| 57192945653| 8557895400| 6507236178","2017","Proceedings - 31st IEEE International Conference on Advanced Information Networking and Applications Workshops, WAINA 2017","3.81","46","37","10.45","4","1","Salikhov, D., Khanda, K., Gusmanov, K. and 2 more (...) (2017).Microservice-based IoT for smart buildings. Proceedings - 31st IEEE International Conference on Advanced Information Networking and Applications Workshops, WAINA 2017,302-308","https://www.scopus.com/record/display.url?eid=2-s2.0-85021424248&origin=resultslist","10.1109/WAINA.2017.77","Conference Paper","2-s2.0-85021424248","Innopolis University","60105869","Innopolis University","Russian Federation","1705| 1708| 1710| 1802| 2213","Computer Networks and Communications| Hardware and Architecture| Information Systems| Information Systems and Management| Safety, Risk, Reliability and Quality","Verification,Model Checking,Semantics","96","Concurrent Programming,Operational Semantics,Type Systems","15494","71.151","83.631"
"Design and analysis of secure lightweight remote user authentication and key agreement scheme in internet of drones deployment","Wazid, M.| Das, A.K.| Kumar, N.| Vasilakos, A.V.| Rodrigues, J.J.P.C.","5","55480987400| 55450732800| 57206866080| 57200495061| 25930566300","2019","IEEE Internet of Things Journal","1.17","21","36","8.54","1","2","Wazid, M., Das, A.K., Kumar, N. and 2 more (...) (2019).Design and analysis of secure lightweight remote user authentication and key agreement scheme in internet of drones deployment. IEEE Internet of Things Journal,6(2) 3572-3584","https://www.scopus.com/record/display.url?eid=2-s2.0-85058878262&origin=resultslist","10.1109/JIOT.2018.2888821","Article","2-s2.0-85058878262","Luleå University of Technology| Thapar University| Innopolis University| Instituto de Telecomunicacoes| Universidade de Fortaleza| International Institute of Information Technology Hyderabad","60105869| 60000163| 60001166| 60007183| 101468858| 60017375| 60015440","Innopolis University| International Institute of Information Technology, Hyderabad| Thapar Institute of Engineering & Technology| Luleå tekniska Universitet| National Institute of Telecommunications (Inatel)| Instituto de Telecomunicacoes| Universidade de Fortaleza","India| Portugal| Russian Federation| Brazil| Sweden","1705| 1706| 1708| 1710| 1711","Computer Networks and Communications| Computer Science Applications| Hardware and Architecture| Information Systems| Signal Processing","Wireless Sensor Networks,Sensor Nodes,Routing Protocols","27","Ad Hoc Networks,Unmanned Aerial Vehicles,Base Stations","21868","97.992","99.851"
"On the design of provably secure lightweight remote user authentication scheme for mobile cloud computing services","Roy, S.| Chatterjee, S.| Das, A.K.| Chattopadhyay, S.| Kumar, N.| Vasilakos, A.V.","6","57213545833| 17433723100| 55450732800| 55424776200| 57206866080| 57200495061","2017","IEEE Access","1.42","33","35","4.19","4","4","Roy, S., Chatterjee, S., Das, A.K. and 3 more (...) (2017).On the design of provably secure lightweight remote user authentication scheme for mobile cloud computing services. IEEE Access,525808-25825","https://www.scopus.com/record/display.url?eid=2-s2.0-85032703923&origin=resultslist","10.1109/ACCESS.2017.2764913","Article","2-s2.0-85032703923","Defence Research and Development Organisation India| Asansol Engineering College| Thapar University| Jadavpur University| Innopolis University| International Institute of Information Technology Hyderabad","60115752| 60015465| 60000163| 60020825| 60001166| 60105869","Asansol Engineering College| Defence Research and Development Organisation India| International Institute of Information Technology, Hyderabad| Jadavpur University| Thapar Institute of Engineering & Technology| Innopolis University","India| Russian Federation","1700| 2200| 2500","General Computer Science| General Engineering| General Materials Science","Cryptography,Authentication,Data Privacy","84","Key Agreement,User Authentication,Multi-Server","3363","97.256","98.623"
"Codeflaws: A programming competition benchmark for evaluating automated program repair tools","Tan, S.H.| Yi, J.| Yulis| Mechtaev, S.| Roychoudhury, A.","5","42162322300| 55533068800| 57195275485| 57021983800| 7005260419","2017","Proceedings - 2017 IEEE/ACM 39th International Conference on Software Engineering Companion, ICSE-C 2017","2.81","31","34","7.65","4","2","Tan, S.H., Yi, J., Yulis and 2 more (...) (2017).Codeflaws: A programming competition benchmark for evaluating automated program repair tools. Proceedings - 2017 IEEE/ACM 39th International Conference on Software Engineering Companion, ICSE-C 2017,180-182","https://www.scopus.com/record/display.url?eid=2-s2.0-85026737226&origin=resultslist","10.1109/ICSE-C.2017.76","Conference Paper","2-s2.0-85026737226","National University of Singapore| Innopolis University","60017161| 60105869","National University of Singapore| Innopolis University","Singapore| Russian Federation","1712| 2213","Software| Safety, Risk, Reliability and Quality","Software Engineering,Models,Software Design","49","Genetic Improvement,Bug,Program Synthesis","35430","91.901","92.964"
"Comparative analysis of ROS-based monocular SLAM methods for indoor navigation","Buyval, A.| Afanasyev, I.| Magid, E.","3","57188857896| 57202156203| 7006190065","2017","Proceedings of SPIE - The International Society for Optical Engineering","9.54","100","33","15.45","5","1","Buyval, A., Afanasyev, I., Magid, E. (2017).Comparative analysis of ROS-based monocular SLAM methods for indoor navigation. Proceedings of SPIE - The International Society for Optical Engineering,10341","https://www.scopus.com/record/display.url?eid=2-s2.0-85029481625&origin=resultslist","10.1117/12.2268809","Conference Paper","2-s2.0-85029481625","Kazan Volga Region Federal University| Bryansk State Technical University| Innopolis University","60013228| 60105869| 60070941","Bryansk State Technical University| Innopolis University| Kazan Federal University","Russian Federation","1706| 2208| 2504| 2604| 3104","Computer Science Applications| Electrical and Electronic Engineering| Electronic, Optical and Magnetic Materials| Applied Mathematics| Condensed Matter Physics","Algorithms,Computer Vision,Models","0","Simultaneous Localization and Mapping,Ostdeutscher Rundfunk Brandenburg,Pose Estimation","5576","99.799","99.681"
"A feasibility study of using automated program repair for introductory programming assignments","Yi, J.| Ahmed, U.Z.| Karkare, A.| Tan, S.H.| Roychoudhury, A.","5","55533068800| 57209031341| 7801322507| 42162322300| 7005260419","2017","Proceedings of the ACM SIGSOFT Symposium on the Foundations of Software Engineering","2.2","26","31","3.27","5","6","Yi, J., Ahmed, U.Z., Karkare, A. and 2 more (...) (2017).A feasibility study of using automated program repair for introductory programming assignments. Proceedings of the ACM SIGSOFT Symposium on the Foundations of Software Engineering,130154740-751","https://www.scopus.com/record/display.url?eid=2-s2.0-85030782216&origin=resultslist","10.1145/3106237.3106262","Conference Paper","2-s2.0-85030782216","Indian Institute of Technology, Kanpur| National University of Singapore| Innopolis University","60105869| 60021988| 60017161","Innopolis University| Indian Institute of Technology Kanpur| National University of Singapore","India| Singapore| Russian Federation","1712","Software","Software Engineering,Models,Software Design","49","Genetic Improvement,Bug,Program Synthesis","35430","91.901","92.964"
"Phishing attacks and defenses","Chaudhry, J.A.| Chaudhry, S.A.| Rittenhouse, R.G.","3","15020447100| 14035211800| 55516079900","2016","International Journal of Security and its Applications","5.41","94","30","4.13","7","4","Chaudhry, J.A., Chaudhry, S.A., Rittenhouse, R.G. (2016).Phishing attacks and defenses. International Journal of Security and its Applications,10(1) 247-256","https://www.scopus.com/record/display.url?eid=2-s2.0-84956868799&origin=resultslist","10.14257/ijsia.2016.10.1.23","Article","2-s2.0-84956868799","﻿Dhofar University| Innopolis University| Keimyung University","60105869| 60071776| 60015576","Innopolis University| Dhofar University| Keimyung University","South Korea| Oman| Russian Federation","1700","General Computer Science","Computer Crime,Network Security,Intrusion Detection","218","Phishing,Websites,Electronic Mail","10243","94.444","97.74"
"Comparison of ROS-based visual SLAM methods in homogeneous indoor environment","Ibragimov, I.Z.| Afanasyev, I.M.","2","57215302076| 57202156203","2018","2017 14th Workshop on Positioning, Navigation and Communications, WPNC 2017","5.37","50","29","17.72","3","1","Ibragimov, I.Z., Afanasyev, I.M. (2018).Comparison of ROS-based visual SLAM methods in homogeneous indoor environment. 2017 14th Workshop on Positioning, Navigation and Communications, WPNC 2017,2018-1-6","https://www.scopus.com/record/display.url?eid=2-s2.0-85047324782&origin=resultslist","10.1109/WPNC.2017.8250081","Conference Paper","2-s2.0-85047324782","Innopolis University","60105869","Innopolis University","Russian Federation","1705| 2606| 3105","Computer Networks and Communications| Control and Optimization| Instrumentation","Algorithms,Computer Vision,Models","0","Simultaneous Localization and Mapping,Ostdeutscher Rundfunk Brandenburg,Pose Estimation","5576","99.799","99.681"
"Analyzing Forty years of software maintenance models","Lenarduzzi, V.| Sillitti, A.| Taibi, D.","3","55348964400| 6602286710| 55920884000","2017","Proceedings - 2017 IEEE/ACM 39th International Conference on Software Engineering Companion, ICSE-C 2017","3.35","37","27","6.21","6","2","Lenarduzzi, V., Sillitti, A., Taibi, D. (2017).Analyzing Forty years of software maintenance models. Proceedings - 2017 IEEE/ACM 39th International Conference on Software Engineering Companion, ICSE-C 2017,146-148","https://www.scopus.com/record/display.url?eid=2-s2.0-85026754322&origin=resultslist","10.1109/ICSE-C.2017.122","Conference Paper","2-s2.0-85026754322","Free University of Bozen-Bolzano| Innopolis University","60009914| 60105869","Free University of Bozen-Bolzano| Innopolis University","Italy| Russian Federation","1712| 2213","Software| Safety, Risk, Reliability and Quality","Software Engineering,Models,Software Design","49","Kanban,Effort Estimation,Scrum","97212","91.901","10.437"
"Design and analysis of authenticated key agreement scheme in cloud-assisted cyber–physical systems","Challa, S.| Das, A.K.| Gope, P.| Kumar, N.| Wu, F.| Vasilakos, A.V.","6","57192414339| 55450732800| 36023550200| 57206866080| 57220616744| 57200495061","2020","Future Generation Computer Systems","3.08","39","27","20.85","1","1","Challa, S., Das, A.K., Gope, P. and 3 more (...) (2020).Design and analysis of authenticated key agreement scheme in cloud-assisted cyber–physical systems. Future Generation Computer Systems,1081267-1286","https://www.scopus.com/record/display.url?eid=2-s2.0-85046164957&origin=resultslist","10.1016/j.future.2018.04.019","Article","2-s2.0-85046164957","Thapar University| National University of Singapore| Innopolis University| International Institute of Information Technology Hyderabad","60000163| 60017161| 60001166| 101879187| 60105869","International Institute of Information Technology, Hyderabad| National University of Singapore| Thapar Institute of Engineering & Technology| Xiamen Institute of Technology| Innopolis University","India| China| Singapore| Russian Federation","1705| 1708| 1712","Computer Networks and Communications| Hardware and Architecture| Software","Cryptography,Authentication,Data Privacy","84","Key Agreement,User Authentication,Multi-Server","3363","97.256","98.623"
"Anonymous Lightweight Chaotic Map-Based Authenticated Key Agreement Protocol for Industrial Internet of Things","Srinivas, J.| Das, A.K.| Wazid, M.| Kumar, N.","4","57192372562| 55450732800| 55480987400| 57206866080","2018","IEEE Transactions on Dependable and Secure Computing","3.59","39","26","6.63","4","2","Srinivas, J., Das, A.K., Wazid, M. and 1 more (...) (2018).Anonymous Lightweight Chaotic Map-Based Authenticated Key Agreement Protocol for Industrial Internet of Things. IEEE Transactions on Dependable and Secure Computing,","https://www.scopus.com/record/display.url?eid=2-s2.0-85050184737&origin=resultslist","10.1109/TDSC.2018.2857811","Article in Press","2-s2.0-85050184737","Indian Institute of Technology, Kharagpur| Thapar University| Innopolis University| International Institute of Information Technology Hyderabad","60004750| 60000163| 60105869| 60001166","Indian Institute of Technology Kharagpur| International Institute of Information Technology, Hyderabad| Innopolis University| Thapar Institute of Engineering & Technology","India| Russian Federation","2208","Electrical and Electronic Engineering","Cryptography,Authentication,Data Privacy","84","Key Agreement,User Authentication,Multi-Server","3363","97.256","98.623"
"Toward a human-like locomotion: Modelling dynamically stable locomotion of an anthropomorphic robot in Simulink environment","Khusainov, R.| Shimchik, I.| Afanasyev, I.| Magid, E.","4","56895904700| 56896069000| 57202156203| 7006190065","2015","ICINCO 2015 - 12th International Conference on Informatics in Control, Automation and Robotics, Proceedings","5.7","67","25","4.87","12","3","Khusainov, R., Shimchik, I., Afanasyev, I. and 1 more (...) (2015).Toward a human-like locomotion: Modelling dynamically stable locomotion of an anthropomorphic robot in Simulink environment. ICINCO 2015 - 12th International Conference on Informatics in Control, Automation and Robotics, Proceedings,2141-148","https://www.scopus.com/record/display.url?eid=2-s2.0-84943551777&origin=resultslist","10.5220/0005576001410148","Conference Paper","2-s2.0-84943551777","Innopolis University","60105869","Innopolis University","Russian Federation","1707| 1710| 2207","Computer Vision and Pattern Recognition| Information Systems| Control and Systems Engineering","Robots,Robotics,Manipulators","101","Biped Robot,Gait,Inverted Pendulum","96","92.838","98.052"
"Comparison of Various SLAM Systems for Mobile Robot in an Indoor Environment","Filipenko, M.| Afanasyev, I.","2","57208865861| 57202156203","2018","9th International Conference on Intelligent Systems 2018: Theory, Research and Innovation in Applications, IS 2018 - Proceedings","3.08","33","24","12.12","5","1","Filipenko, M., Afanasyev, I. (2018).Comparison of Various SLAM Systems for Mobile Robot in an Indoor Environment. 9th International Conference on Intelligent Systems 2018: Theory, Research and Innovation in Applications, IS 2018 - Proceedings,400-407","https://www.scopus.com/record/display.url?eid=2-s2.0-85065977165&origin=resultslist","10.1109/IS.2018.8710464","Conference Paper","2-s2.0-85065977165","Innopolis University","60105869","Innopolis University","Russian Federation","2207| 2208","Control and Systems Engineering| Electrical and Electronic Engineering","Algorithms,Computer Vision,Models","0","Simultaneous Localization and Mapping,Ostdeutscher Rundfunk Brandenburg,Pose Estimation","5576","99.799","99.681"
"Providing Healthcare-as-a-Service Using Fuzzy Rule Based Big Data Analytics in Cloud Computing","Jindal, A.| Dua, A.| Kumar, N.| Das, A.K.| Vasilakos, A.V.| Rodrigues, J.J.P.C.","6","57141987900| 7004844676| 57206866080| 55450732800| 57200495061| 25930566300","2018","IEEE Journal of Biomedical and Health Informatics","3.52","68","23","2.89","5","8","Jindal, A., Dua, A., Kumar, N. and 3 more (...) (2018).Providing Healthcare-as-a-Service Using Fuzzy Rule Based Big Data Analytics in Cloud Computing. IEEE Journal of Biomedical and Health Informatics,22(5) 1605-1618","https://www.scopus.com/record/display.url?eid=2-s2.0-85041378666&origin=resultslist","10.1109/JBHI.2018.2799198","Article","2-s2.0-85041378666","Thapar University| Universidade de Fortaleza| Innopolis University| Instituto de Telecomunicacoes| St. Petersburg National Research University of Information Technologies, Mechanics and Optics (ITMO)| Birla Institute of Technology and Science Pilani| International Institute of Information Technology Hyderabad","60001166| 60000414| 60000163| 60105869| 101468858| 60017375| 60072485| 60015440","Thapar Institute of Engineering & Technology| Birla Institute of Technology and Science, Pilani| International Institute of Information Technology, Hyderabad| Innopolis University| National Institute of Telecommunications (Inatel)| Instituto de Telecomunicacoes| Saint Petersburg National Research University of Information Technologies, Mechanics and Optics Univ| Universidade de Fortaleza","India| Portugal| Russian Federation| Brazil","1305| 1706| 2208| 3605","Biotechnology| Computer Science Applications| Electrical and Electronic Engineering| Health Information Management","Fuzzy Systems,Fuzzy Inference,Neural Networks","573","Heart Diseases,Medical Data,Cleveland","16409","56.56","98.24"
"Protein-protein docking by fast generalized Fourier transforms on 5D rotational manifolds","Padhorny, D.| Kazennov, A.| Zerbe, B.S.| Porter, K.A.| Xia, B.| Mottarella, S.E.| Kholodov, Y.| Ritchie, D.W.| Vajda, S.| Kozakov, D.","10","56734564300| 56626862100| 37053014700| 57190383018| 36711094700| 55324573100| 6602420821| 7201711065| 7005156142| 8695707200","2016","Proceedings of the National Academy of Sciences of the United States of America","2.39","48","23","1.12","11","26","Padhorny, D., Kazennov, A., Zerbe, B.S. and 7 more (...) (2016).Protein-protein docking by fast generalized Fourier transforms on 5D rotational manifolds. Proceedings of the National Academy of Sciences of the United States of America,113(30) E4286-E4293","https://www.scopus.com/record/display.url?eid=2-s2.0-84979518365&origin=resultslist","10.1073/pnas.1603929113","Article","2-s2.0-84979518365","Stony Brook University| Russian Academy of Sciences| Moscow Institute of Physics and Technology| Institut national de recherche en informatique et en automatique| Innopolis University| Boston University","60026415| 60000308| 60019674| 60105869| 60024490| 60017576| 60026415| 60026415","Stony Brook University| Moscow Institute of Physics and Technology| Boston University| Innopolis University| Institute of Computer Aided Design, Russian Academy of Sciences| INRIA Nancy| Stony Brook University| Stony Brook University","United States| France| Russian Federation","1000","Multidisciplinary","Proteins,Molecular Dynamics Simulation,Molecular Dynamics","108","Protein Protein Interaction,Docking,Protein Quaternary Structure","6025","93.976","97.373"
"Fermi-like acceleration and power-law energy growth in nonholonomic systems","Bizyaev, I.A.| Borisov, A.V.| Kozlov, V.V.| Mamaev, I.S.","4","55602455800| 56681444200| 7402207934| 6603881879","2019","Nonlinearity","2.28","28","22","5.52","2","3","Bizyaev, I.A., Borisov, A.V., Kozlov, V.V. and 1 more (...) (2019).Fermi-like acceleration and power-law energy growth in nonholonomic systems. Nonlinearity,32(9) 3209-3233","https://www.scopus.com/record/display.url?eid=2-s2.0-85066615143&origin=resultslist","10.1088/1361-6544/ab1f2d","Article","2-s2.0-85066615143","RAS - Steklov Mathematical Institute| Udmurt State University | Russian Academy of Sciences| Moscow Institute of Physics and Technology| Innopolis University","60000308| 60105869| 60021331| 60029374| 60011974","Moscow Institute of Physics and Technology| Innopolis University| Russian Academy of Sciences| Steklov Mathematical Institute of RAS| Udmurt State University","Russian Federation","2604| 2610| 3100| 3109","Applied Mathematics| Mathematical Physics| General Physics and Astronomy| Statistical and Nonlinear Physics","Robots,Equations Of Motion,Dynamics","1371","Nonholonomic,Rolling,Pendulums","14302","10.91","87.614"
