

"Title","Authors","Number of Authors","Scopus Author Ids","Year","Scopus Source title","Field-Weighted View Impact","Views","Citations","Field-Weighted Citation Impact","Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile","Reference","Abstract","DOI","Publication type","EID","Institutions","Scopus Affiliation IDs","Scopus Affiliation names","Country/Region","All Science Journal Classification (ASJC) code","All Science Journal Classification (ASJC) field name","Topic Cluster name","Topic Cluster number","Topic name","Topic number","Topic Cluster Prominence Percentile","Topic Prominence Percentile"
"Mechanical and electrical properties of an ultrafine grained Al-8.5wt. % RE (RE=5.4wt.% Ce, 3.1wt.% La) alloy processed by severe plastic deformation","Murashkin, M.Y.| Sabirov, I.| Medvedev, A.E.| Enikeev, N.A.| Lefebvre, W.| Valiev, R.Z.| Sauvage, X.","7","6602585059| 22981386200| 57193130128| 57193776181| 12794947900| 7103235084| 6602886698","2016","Materials and Design","3.66","107","62","4.24","3","4","Murashkin, M.Y., Sabirov, I., Medvedev, A.E. and 4 more (...) (2016).Mechanical and electrical properties of an ultrafine grained Al-8.5wt. % RE (RE=5.4wt.% Ce, 3.1wt.% La) alloy processed by severe plastic deformation. Materials and Design,90433-442","https://www.scopus.com/record/display.url?eid=2-s2.0-84952361347&origin=resultslist","10.1016/j.matdes.2015.10.163","Article","2-s2.0-84952361347","Université de Rouen| St. Petersburg State University| Instituto IMDEA Materiales| Ufa State Aviation Technical University| Institut national des sciences appliquées de Rouen Normandie","60001458| 60031888| 60113856| 60032922| 60122724| 60122724","Ufa State Aviation Technical University| Saint Petersburg State University| IMDEA Materials Institute| Université de Rouen Normandie| GPM - Groupe de Physique des matériaux| GPM - Groupe de Physique des matériaux","Spain| France| Russian Federation","2210| 2211| 2500","Mechanical Engineering| Mechanics of Materials| General Materials Science","Microstructure,Steel,Austenite","20","Equal Channel Angular Pressing,Superplasticity,Grain Refinement","84","97.456","99.373"
"Room-Temperature Superplasticity in an Ultrafine-Grained Magnesium Alloy","Edalati, K.| Masuda, T.| Arita, M.| Furui, M.| Sauvage, X.| Horita, Z.| Valiev, R.Z.","7","55885177300| 56868084800| 55498668300| 7003967100| 6602886698| 7006530810| 7103235084","2017","Scientific Reports","7.6","181","51","2.94","2","7","Edalati, K., Masuda, T., Arita, M. and 4 more (...) (2017).Room-Temperature Superplasticity in an Ultrafine-Grained Magnesium Alloy. Scientific Reports,7(1) ","https://www.scopus.com/record/display.url?eid=2-s2.0-85020217923&origin=resultslist","10.1038/s41598-017-02846-2","Article","2-s2.0-85020217923","Université de Rouen| St. Petersburg State University| CNRS| Tokyo University of Technology| Ufa State Aviation Technical University| Kyushu University| Institut national des sciences appliquées de Rouen Normandie","60011047| 60011047| 60028013| 60110505| 60122724| 60122724| 60008134| 60025927| 60032922| 60001458| 60031888","Kyushu University| Kyushu University| Tokyo University of Technology| Normandie Université| GPM - Groupe de Physique des matériaux| GPM - Groupe de Physique des matériaux| CNRS Centre National de la Recherche Scientifique| Institut National Des Sciences Appliquées de Rouen Normandie| Université de Rouen Normandie| Ufa State Aviation Technical University| Saint Petersburg State University","Japan| France| Russian Federation","1000","Multidisciplinary","Microstructure,Steel,Austenite","20","Equal Channel Angular Pressing,Superplasticity,Grain Refinement","84","97.456","99.373"
"Bulk Nanostructured Materials with Multifunctional Properties","Sabirov, I.| Enikeev, N.A.| Murashkin, M.Y.| Valiev, R.Z.","4","22981386200| 57193776181| 6602585059| 7103235084","2015","Bulk Nanostructured Materials with Multifunctional Properties","3.13","93","48","1.92","5","14","Sabirov, I., Enikeev, N.A., Murashkin, M.Y. and 1 more (...) (2015).Bulk Nanostructured Materials with Multifunctional Properties. Bulk Nanostructured Materials with Multifunctional Properties,1-118","https://www.scopus.com/record/display.url?eid=2-s2.0-84955082331&origin=resultslist","10.1007/978-3-319-19599-5","Book","2-s2.0-84955082331","St. Petersburg State University| Instituto IMDEA Materiales| Ufa State Aviation Technical University","60113856| 60031888| 60001458","IMDEA Materials Institute| Saint Petersburg State University| Ufa State Aviation Technical University","Spain| Russian Federation","1300| 2200| 2500","General Biochemistry,Genetics and Molecular Biology| General Engineering| General Materials Science","Microstructure,Steel,Austenite","20","Equal Channel Angular Pressing,Superplasticity,Grain Refinement","84","97.456","99.373"
"In situ impedance spectroscopy of the plasma electrolytic oxidation process for deposition of Ca- and P-containing coatings on Ti","Yerokhin, A.| Parfenov, E.V.| Matthews, A.","3","6701690575| 7004501048| 7202611835","2016","Surface and Coatings Technology","4.48","120","47","3.51","4","6","Yerokhin, A., Parfenov, E.V., Matthews, A. (2016).In situ impedance spectroscopy of the plasma electrolytic oxidation process for deposition of Ca- and P-containing coatings on Ti. Surface and Coatings Technology,30154-62","https://www.scopus.com/record/display.url?eid=2-s2.0-84959172935&origin=resultslist","10.1016/j.surfcoat.2016.02.035","Article","2-s2.0-84959172935","University of Manchester| Ufa State Aviation Technical University| University of Sheffield","60001881| 60001458| 60003771","The University of Sheffield| Ufa State Aviation Technical University| The University of Manchester","United Kingdom| Russian Federation","1600| 2505| 2508| 3104| 3110","General Chemistry| Materials Chemistry| Surfaces, Coatings and Films| Condensed Matter Physics| Surfaces and Interfaces","Magnesium Alloys,Alloys,Aluminum Alloys","106","Magnesium Alloys,Ceramic Coatings,Potentiodynamic Polarization","1487","93.775","98.739"
"Dynamic precipitation, segregation and strengthening of an Al-Zn-Mg-Cu alloy (AA7075) processed by high-pressure torsion","Zhang, Y.| Jin, S.| Trimby, P.W.| Liao, X.| Murashkin, M.Y.| Valiev, R.Z.| Liu, J.| Cairney, J.M.| Ringer, S.P.| Sha, G.","10","57191907881| 16039019500| 6603404506| 7202134209| 6602585059| 7103235084| 55536937500| 7005271681| 7006682720| 7006611284","2019","Acta Materialia","5.62","129","43","10.24","1","1","Zhang, Y., Jin, S., Trimby, P.W. and 7 more (...) (2019).Dynamic precipitation, segregation and strengthening of an Al-Zn-Mg-Cu alloy (AA7075) processed by high-pressure torsion. Acta Materialia,16219-32","https://www.scopus.com/record/display.url?eid=2-s2.0-85054175049&origin=resultslist","10.1016/j.actamat.2018.09.060","Article","2-s2.0-85054175049","University of Sydney| St. Petersburg State University| Ufa State Aviation Technical University| Nanjing University of Science and Technology","60010080| 60025709| 60001458| 60031888","Nanjing University of Science and Technology| The University of Sydney| Ufa State Aviation Technical University| Saint Petersburg State University","China| Australia| Russian Federation","2503| 2504| 2506| 2507","Ceramics and Composites| Electronic, Optical and Magnetic Materials| Metals and Alloys| Polymers and Plastics","Microstructure,Steel,Austenite","20","Equal Channel Angular Pressing,Superplasticity,Grain Refinement","84","97.456","99.373"
"Phase Transformations in Ti-Fe Alloys Induced by High-Pressure Torsion","Straumal, B.B.| Kilmametov, A.R.| Ivanisenko, Yu.| Gornakova, A.S.| Mazilkin, A.A.| Kriegel, M.J.| Fabrichnaya, O.B.| Baretzky, B.| Hahn, H.","9","7007135183| 6603153834| 23966592100| 9274600100| 6603264177| 39861604300| 7003739668| 55879863800| 7402381713","2015","Advanced Engineering Materials","1.89","59","42","1.84","6","15","Straumal, B.B., Kilmametov, A.R., Ivanisenko, Yu. and 6 more (...) (2015).Phase Transformations in Ti-Fe Alloys Induced by High-Pressure Torsion. Advanced Engineering Materials,17(12) 1835-1841","https://www.scopus.com/record/display.url?eid=2-s2.0-84954108227&origin=resultslist","10.1002/adem.201500143","Article","2-s2.0-84954108227","Russian Academy of Sciences| Karlsruhe Institute of Technology| Moscow Institute of Physics and Technology| Lomonosov Moscow State University| National University of Science and Technology ""MISiS""| Ufa State Aviation Technical University| Freiberg University of Mining and Technology","60021331| 60102538| 60000308| 60007457| 60001458| 60008988| 60068681","Russian Academy of Sciences| Karlsruhe Institute of Technology| Moscow Institute of Physics and Technology| Lomonosov Moscow State University| Ufa State Aviation Technical University| Technische Universität Bergakademie Freiberg| National University of Science & Technology (MISIS)","Germany| Russian Federation","2500| 3104","General Materials Science| Condensed Matter Physics","Microstructure,Steel,Austenite","20","Equal Channel Angular Pressing,Superplasticity,Grain Refinement","84","97.456","99.373"
"Dynamic deformation and failure of ultrafine-grained titanium","Li, Z.| Wang, B.| Zhao, S.| Valiev, R.Z.| Vecchio, K.S.| Meyers, M.A.","6","56196125000| 57206862218| 56204112300| 7103235084| 7005672918| 55149905800","2017","Acta Materialia","3.59","93","39","3.94","4","5","Li, Z., Wang, B., Zhao, S. and 3 more (...) (2017).Dynamic deformation and failure of ultrafine-grained titanium. Acta Materialia,125210-218","https://www.scopus.com/record/display.url?eid=2-s2.0-85003875030&origin=resultslist","10.1016/j.actamat.2016.11.041","Article","2-s2.0-85003875030","Central South University| University of California at San Diego| Ufa State Aviation Technical University","60030612| 60017060| 60001458","University of California, San Diego| Central South University| Ufa State Aviation Technical University","China| United States| Russian Federation","2503| 2504| 2506| 2507","Ceramics and Composites| Electronic, Optical and Magnetic Materials| Metals and Alloys| Polymers and Plastics","Microstructure,Steel,Austenite","20","Shear Bands,High Strain Rate,Titanium Alloys","7490","97.456","91.23"
"Annealing behavior of a 304L stainless steel processed by large strain cold and warm rolling","Odnobokova, M.| Belyakov, A.| Enikeev, N.| Molodov, D.A.| Kaibyshev, R.","5","55343049400| 57197531125| 57193776181| 7004100186| 7004407894","2017","Materials Science and Engineering A","5.51","142","38","3.47","4","6","Odnobokova, M., Belyakov, A., Enikeev, N. and 2 more (...) (2017).Annealing behavior of a 304L stainless steel processed by large strain cold and warm rolling. Materials Science and Engineering A,689370-383","https://www.scopus.com/record/display.url?eid=2-s2.0-85013841042&origin=resultslist","10.1016/j.msea.2017.02.073","Article","2-s2.0-85013841042","Belgorod State University| RWTH Aachen University| Ufa State Aviation Technical University","60069257| 60001458| 60016653","Belgorod State University| Ufa State Aviation Technical University| Rheinisch-Westfälische Technische Hochschule Aachen","Germany| Russian Federation","2210| 2211| 2500| 3104","Mechanical Engineering| Mechanics of Materials| General Materials Science| Condensed Matter Physics","Microstructure,Steel,Austenite","20","Large Strain,Austenitic Stainless Steels,Grain Refinement","81464","97.456","25.748"
"An EBSD investigation of ultrafine-grain titanium for biomedical applications","Dyakonov, G.S.| Zemtsova, E.| Mironov, S.| Semenova, I.P.| Valiev, R.Z.| Semiatin, S.L.","6","56532532700| 6507993643| 7102891820| 7006850417| 7103235084| 7101856534","2015","Materials Science and Engineering A","3.84","110","35","1.96","8","14","Dyakonov, G.S., Zemtsova, E., Mironov, S. and 3 more (...) (2015).An EBSD investigation of ultrafine-grain titanium for biomedical applications. Materials Science and Engineering A,648305-310","https://www.scopus.com/record/display.url?eid=2-s2.0-84942237981&origin=resultslist","10.1016/j.msea.2015.09.080","Article","2-s2.0-84942237981","St. Petersburg State University| Wright-Patterson AFB| Tohoku University| Ufa State Aviation Technical University","60001458| 60031888| 60031888| 60008435| 60025576","Ufa State Aviation Technical University| Saint Petersburg State University| Saint Petersburg State University| Tohoku University| Wright-Patterson AFB","Japan| United States| Russian Federation","2210| 2211| 2500| 3104","Mechanical Engineering| Mechanics of Materials| General Materials Science| Condensed Matter Physics","Microstructure,Steel,Austenite","20","Equal Channel Angular Pressing,Superplasticity,Grain Refinement","84","97.456","99.373"
"Microstructure evolution and strengthening mechanisms in commercial-purity titanium subjected to equal-channel angular pressing","Dyakonov, G.S.| Mironov, S.| Semenova, I.P.| Valiev, R.Z.| Semiatin, S.L.","5","56532532700| 7102891820| 7006850417| 7103235084| 7101856534","2017","Materials Science and Engineering A","3.14","81","34","2.93","4","8","Dyakonov, G.S., Mironov, S., Semenova, I.P. and 2 more (...) (2017).Microstructure evolution and strengthening mechanisms in commercial-purity titanium subjected to equal-channel angular pressing. Materials Science and Engineering A,701289-301","https://www.scopus.com/record/display.url?eid=2-s2.0-85021334663&origin=resultslist","10.1016/j.msea.2017.06.079","Article","2-s2.0-85021334663","St. Petersburg State University| Wright-Patterson AFB| Tohoku University| Ufa State Aviation Technical University","60001458| 60008435| 60031888| 60025576","Ufa State Aviation Technical University| Tohoku University| Saint Petersburg State University| Wright-Patterson AFB","Japan| United States| Russian Federation","2210| 2211| 2500| 3104","Mechanical Engineering| Mechanics of Materials| General Materials Science| Condensed Matter Physics","Microstructure,Steel,Austenite","20","Equal Channel Angular Pressing,Superplasticity,Grain Refinement","84","97.456","99.373"
"Enhanced mechanical properties and electrical conductivity in ultrafine-grained Al 6101 alloy processed via ECAP-conform","Murashkin, M.| Medvedev, A.| Kazykhanov, V.| Krokhin, A.| Raab, G.| Enikeev, N.| Valiev, R.Z.","7","6602585059| 57193130128| 6603484753| 56494625600| 7005306055| 57193776181| 7103235084","2015","Metals","2.68","108","32","1.22","9","24","Murashkin, M., Medvedev, A., Kazykhanov, V. and 4 more (...) (2015).Enhanced mechanical properties and electrical conductivity in ultrafine-grained Al 6101 alloy processed via ECAP-conform. Metals,5(4) 2148-2164","https://www.scopus.com/record/display.url?eid=2-s2.0-84947969049&origin=resultslist","10.3390/met5042148","Article","2-s2.0-84947969049","St. Petersburg State University| Ufa State Aviation Technical University| UC RUSAL","60001458| 60110951| 60031888","Ufa State Aviation Technical University| Rusal Plc| Saint Petersburg State University","Russian Federation","2500","General Materials Science","Microstructure,Steel,Austenite","20","Equal Channel Angular Pressing,Superplasticity,Grain Refinement","84","97.456","99.373"
"Microstructure and tensile properties of Cu-Al alloys processed by ECAP and rolling at cryogenic temperature","Wei, W.| Wang, S.L.| Wei, K.X.| Alexandrov, I.V.| Du, Q.B.| Hu, J.","6","55249066200| 57188841209| 24382156000| 57194225626| 35072555000| 24070755200","2016","Journal of Alloys and Compounds","3.56","89","32","2.75","7","8","Wei, W., Wang, S.L., Wei, K.X. and 3 more (...) (2016).Microstructure and tensile properties of Cu-Al alloys processed by ECAP and rolling at cryogenic temperature. Journal of Alloys and Compounds,678506-510","https://www.scopus.com/record/display.url?eid=2-s2.0-84963781183&origin=resultslist","10.1016/j.jallcom.2016.04.035","Article","2-s2.0-84963781183","Ufa State Aviation Technical University| Changzhou University","60104429| 60104429| 60001458","Changzhou University| Changzhou University| Ufa State Aviation Technical University","China| Russian Federation","2210| 2211| 2505| 2506","Mechanical Engineering| Mechanics of Materials| Materials Chemistry| Metals and Alloys","Microstructure,Steel,Austenite","20","Stacking Fault Energy,Grain Boundaries,Nanocrystalline","943","97.456","99.185"
"Enhanced strength and ductility of AZ80 Mg alloys by spray forming and ECAP","Tang, L.| Zhao, Y.| Islamgaliev, R.K.| Tsao, C.Y.A.| Valiev, R.Z.| Lavernia, E.J.| Zhu, Y.T.","7","57075426500| 26323378600| 7004334546| 57213853937| 7103235084| 35242850300| 57200203137","2016","Materials Science and Engineering A","2.9","82","32","2.2","7","12","Tang, L., Zhao, Y., Islamgaliev, R.K. and 4 more (...) (2016).Enhanced strength and ductility of AZ80 Mg alloys by spray forming and ECAP. Materials Science and Engineering A,670280-291","https://www.scopus.com/record/display.url?eid=2-s2.0-84975263197&origin=resultslist","10.1016/j.msea.2016.06.031","Article","2-s2.0-84975263197","University of California at Irvine| St. Petersburg State University| National Cheng Kung University| North Carolina State University| Ufa State Aviation Technical University| Nanjing University of Science and Technology","60010080| 60001458| 60014982| 60031888| 60007278| 60004923","Nanjing University of Science and Technology| Ufa State Aviation Technical University| National Cheng Kung University| Saint Petersburg State University| University of California, Irvine| NC State University","Taiwan| China| United States| Russian Federation","2210| 2211| 2500| 3104","Mechanical Engineering| Mechanics of Materials| General Materials Science| Condensed Matter Physics","Microstructure,Steel,Austenite","20","Magnesium Alloys,Twinning,Equal Channel Angular Pressing","204","97.456","99.672"
